"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs","InstitEngage_fs"
5,4,5,5,5,3,4,2,3,3,4,3,4,4,4,4,4,2,1,2,1,1,3,1,1,1,3,6,2,3,1,3,4,3,6,6,4,4,3,4,-0.041180761757672,0.713011932485375,-0.0289264277926778
4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,4,2,3,1,2,6,6,1,0,2,1,5,7,2,1,1,3,4,3,5,6,5,2,4,4,-0.297088611476105,0.553240197103375,-0.0289264277926778
5,5,5,5,4,3,2,2,3,4,4,4,5,2,3,5,3,3,1,1,6,6,1,0,2,1,5,7,2,3,1,3,4,13,4,7,5,1,1,4,0.165419658719498,0.553240197103375,-0.0187339151203872
4,4,5,4,4,4,3,3,3,4,4,3,4,4,5,5,3,2,1,1,7,7,1,0,2,1,5,7,2,3,1,3,4,4,5,6,7,1,2,5,0.0437666564572614,0.553240197103375,0.188131128116269
3,3,3,3,5,3,3,2,2,2,3,3,2,2,5,3,2,3,1,1,8,6,1,0,1,0,12,4,2,3,1,3,2,8,6,6,5,4,1,4,-0.482028994051179,-0.377238302940992,-0.854315165425159
5,5,5,5,4,4,5,3,3,2,4,4,2,4,2,4,4,2,1,1,6,3,4,1,1,1,7,5,2,3,1,3,3,2,4,6,6,3,1,4,0.145675190540327,0.375018863561732,-0.848092203729828
4,4,4,4,3,4,3,2,3,3,3,4,5,3,4,4,4,2,1,2,8,3,2,0,1,0,12,8,2,3,1,5,4,2,4,7,4,2,2,5,-0.538935226006102,-0.377238302940992,-0.0304898938414853
5,4,4,4,5,4,4,3,3,5,4,3,5,4,5,5,4,2,1,1,6,3,3,1,0,1,9,7,2,3,1,3,4,3,4,6,5,1,1,5,0.310772166726024,0.0993576053825492,0.532446733725752
4,4,5,4,5,3,4,2,3,3,4,3,4,2,5,4,4,2,1,2,5,6,4,1,2,1,5,6,2,3,1,4,4,15,5,6,6,5,4,4,-0.041180761757672,0.62130547351084,-0.131321440311783
4,4,5,4,4,5,5,3,2,3,4,3,5,5,4,4,2,2,1,2,6,6,3,1,0,1,13,7,2,3,1,4,4,15,7,6,4,1,1,6,-0.140488137621743,-0.448278808555909,0.323325188480976
4,4,5,4,4,4,4,3,3,2,4,5,4,5,4,4,3,3,1,1,6,6,3,1,0,1,13,8,2,3,1,4,3,2,6,7,5,4,3,5,-0.140488137621743,-0.448278808555909,-0.0209904171285063
5,5,5,5,5,4,4,3,3,4,4,5,4,4,4,4,4,2,1,2,3,3,1,0,1,1,7,5,2,3,1,3,3,2,5,5,5,3,3,4,0.41816368219865,0.30575840803601,0.0722670879072252
4,5,5,5,3,5,5,3,3,3,4,5,5,5,5,5,5,2,1,2,5,3,4,1,2,1,10,8,2,3,1,5,5,12,5,6,4,2,2,5,0.0627945065722492,0.152515441215055,0.43918922869002
4,3,4,3,3,3,3,2,3,2,4,2,2,4,3,4,3,3,1,1,6,6,1,0,0,1,14,5,2,3,1,3,4,13,5,7,5,3,4,3,-0.798144592090877,-0.725980053113619,-0.732228163520784
4,4,4,4,4,4,4,2,2,4,4,4,4,3,4,4,4,2,1,1,6,6,1,0,1,1,10,7,2,3,1,4,4,14,6,6,6,4,1,4,-0.297088611476105,-0.00146511699557332,-0.0368624384568492
4,4,5,4,5,3,4,2,3,4,3,1,3,4,4,4,4,2,1,2,6,6,1,0,1,1,9,7,2,3,1,4,4,10,4,4,5,3,3,3,-0.041180761757672,0.109350976717088,-0.306411031596668
5,5,5,5,5,5,4,2,3,4,5,5,5,4,5,4,4,2,1,1,2,3,1,0,1,1,7,8,2,3,1,5,5,11,5,7,4,5,4,6,0.241054132372064,0.30575840803601,0.566809247620162
4,4,4,4,4,5,5,3,3,5,4,3,4,3,3,4,4,3,1,2,3,2,2,0,1,1,3,8,2,2,1,4,5,7,4,5,3,1,1,5,-0.140488137621743,0.644735695062384,-0.0515329629659898
4,4,4,4,4,4,5,3,3,4,4,4,4,4,4,4,1,2,1,1,3,3,3,1,1,1,11,8,2,3,1,4,5,16,5,5,5,4,2,5,-0.140488137621743,-0.0608042369693879,0.0722670879072252
4,4,5,5,3,3,4,3,3,3,4,4,4,3,5,3,4,2,1,2,3,6,1,0,0,1,11,4,2,3,1,3,3,14,3,6,8,6,1,4,-0.540592025603101,-0.217804187793027,-0.0221919139477086
4,4,5,4,4,4,3,2,1,1,2,3,4,4,5,4,4,3,1,1,5,4,2,0,1,1,8,8,2,1,1,3,3,3,7,6,5,2,1,4,-0.297088611476105,0.204267042378157,-0.386561478172066
1,4,5,4,4,4,2,2,3,4,2,1,2,2,5,3,1,3,1,2,6,6,1,0,1,1,11,5,2,3,1,4,3,10,3,7,8,2,3,4,-0.452292440038533,-0.134696052042707,-0.787484163619666
3,3,4,3,3,3,4,2,3,3,4,4,3,4,4,4,4,1,1,2,3,5,4,1,0,1,5,5,2,3,1,4,5,3,4,4,4,1,1,4,-0.798144592090877,0.45970118109661,-0.272048517702258
5,4,5,4,4,4,4,2,2,3,3,3,3,5,4,4,4,2,1,1,3,5,4,1,2,1,3,6,2,1,1,4,4,4,4,4,3,3,3,5,-0.297088611476105,0.79434871154725,-0.298475020932496
5,4,5,5,4,3,5,2,3,4,4,3,4,5,5,5,4,2,1,1,3,5,4,1,1,1,4,7,2,3,1,5,5,8,4,5,4,3,2,3,-0.116465254366549,0.624878688453045,0.297260654480343
4,4,4,5,5,5,5,3,3,4,4,3,4,4,5,4,5,1,2,2,3,3,3,1,1,1,2,2,2,3,1,4,5,4,5,7,8,2,1,3,0.120118371760654,0.817639045847212,0.188131128116269
4,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,4,3,1,2,3,3,2,0,1,1,13,7,1,3,1,4,5,16,4,5,4,3,7,5,-0.0462244575642779,-0.337114478148234,-0.632598113869689
4,4,5,4,4,5,4,3,3,3,5,5,5,4,5,5,4,2,1,1,6,8,1,0,1,0,11,8,2,3,1,5,4,7,7,8,5,3,3,5,0.0437666564572614,-0.220976828316849,0.465615731920259
5,5,5,5,4,3,5,2,3,5,4,4,4,4,4,4,4,3,1,1,8,5,1,0,0,0,14,4,2,3,1,4,4,16,8,7,5,4,4,4,-0.0132023596756852,-0.843756252641169,0.173460603607128
4,4,5,5,5,4,4,2,3,5,5,4,5,4,5,5,5,3,1,1,8,4,1,0,0,0,13,5,1,3,1,4,4,9,5,6,6,1,1,4,0.14050272419661,-0.50076977799679,0.668002763320065
5,4,5,4,4,4,3,2,2,3,2,3,4,4,4,4,3,2,1,2,8,3,3,1,1,0,8,7,2,3,1,4,3,9,3,6,5,2,1,5,-0.297088611476105,0.184964047372805,-0.300038486981304
5,4,5,5,4,4,3,3,3,4,5,4,5,4,3,5,4,2,1,1,5,8,1,0,2,0,2,8,2,3,1,4,5,11,7,6,5,1,4,5,0.0437666564572614,0.726567542956543,0.335081167202075
4,4,4,4,4,5,5,3,2,3,3,3,3,4,2,4,3,2,1,2,3,5,1,0,2,1,5,8,2,3,1,5,5,15,6,7,5,1,1,6,-0.140488137621743,0.553240197103375,-0.639332627714658
5,5,5,5,5,4,5,3,3,3,4,4,3,3,3,3,4,3,1,2,8,8,2,0,0,0,14,4,2,3,1,4,5,7,7,8,6,4,4,5,0.237024930228086,-0.843756252641169,-0.497042084275376
5,5,5,5,4,4,4,3,2,4,4,4,4,3,1,4,2,2,1,1,8,8,1,0,1,0,10,6,2,3,1,4,3,3,8,6,8,2,5,5,0.145675190540327,-0.0881677625314974,-0.38445455908398
4,3,4,4,4,4,4,3,3,4,4,2,4,3,2,3,3,3,1,1,6,8,1,0,1,0,3,6,2,1,1,4,4,5,8,5,5,2,1,5,-0.58406585195479,0.54696675479169,-0.268590518874936
4,5,5,5,5,4,3,3,3,3,4,5,4,5,2,4,3,2,1,2,8,8,1,0,0,0,8,8,2,1,1,4,4,12,5,6,6,4,3,5,0.41816368219865,0.0365191211467845,-0.151524981846691
5,4,5,5,4,4,5,3,3,5,5,5,4,4,5,5,5,3,1,1,8,4,1,0,1,0,13,8,2,3,1,5,5,16,8,6,8,5,4,4,0.0437666564572614,-0.52808610582444,0.424880673410485
5,5,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,2,1,2,6,3,4,1,0,1,10,7,2,3,1,3,5,3,5,5,8,8,6,5,0.637666740782074,-0.0105484618161797,0.777132289684139
4,4,5,5,5,5,5,3,3,4,3,2,4,2,4,5,5,2,1,1,8,4,3,1,0,0,14,7,2,3,1,5,5,3,5,7,8,6,1,4,0.310772166726024,-0.728365218352972,-0.281547994415237
5,5,4,2,4,4,3,3,3,4,4,2,4,4,4,5,4,2,1,1,3,3,3,1,1,1,11,5,2,3,1,4,3,4,5,6,4,5,3,5,0.334847517274045,-0.0608042369693879,0.0722670879072252
4,4,5,5,4,5,4,3,3,5,4,4,5,5,5,5,2,2,1,1,5,6,3,1,1,1,12,6,2,3,1,4,3,15,4,5,5,3,1,4,0.0437666564572614,-0.212462042455848,0.641576260089826
4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,3,5,1,1,1,8,6,1,0,2,0,9,4,2,3,1,4,4,3,5,5,5,5,1,3,-0.452292440038533,0.103254393288134,-0.632598113869689
5,5,5,5,4,4,5,3,3,4,4,3,5,4,4,5,5,2,1,1,8,7,1,0,1,0,8,5,2,4,1,4,5,15,6,5,7,4,4,5,0.334847517274045,0.116090201230501,0.315389177816805
4,3,5,3,4,5,3,2,3,4,4,2,4,4,2,4,2,3,1,1,6,3,1,0,1,1,8,6,2,3,1,5,4,4,5,6,5,1,1,5,-0.582996163355402,0.204267042378157,-0.159460992510862
4,4,4,4,4,3,4,2,2,3,4,3,3,2,3,4,4,3,1,2,3,3,4,1,1,1,1,3,2,3,1,4,4,14,4,6,4,1,3,4,-0.297088611476105,0.987533221896116,-0.60617161063945
4,3,4,4,4,4,4,2,2,3,2,3,3,4,3,3,4,2,1,2,8,4,3,1,2,0,11,6,2,3,1,4,4,13,4,7,3,2,1,5,-0.72069445431727,-0.0639007665714064,-0.659024617099927
4,4,4,4,3,3,4,2,1,3,2,2,2,2,3,2,4,2,1,2,2,3,4,1,2,1,8,5,1,3,1,3,4,4,4,5,3,3,3,4,-0.794731080507926,0.437953554366416,-1.12040575973766
5,5,5,5,5,3,4,2,3,5,5,5,4,4,3,5,5,3,1,1,3,3,4,1,0,1,8,6,2,3,1,4,3,7,4,4,8,6,1,3,0.436069280573343,0.193420770725339,0.193152592992398
4,5,5,5,5,5,5,3,3,4,4,1,4,2,5,4,4,2,1,2,6,3,1,0,0,1,11,6,2,3,1,4,4,13,6,6,6,5,3,6,0.41816368219865,-0.217804187793027,-0.03012792461188
4,4,5,4,4,3,3,2,3,4,2,4,4,3,4,4,5,2,1,1,8,6,1,0,0,0,12,7,2,3,1,3,4,15,5,5,5,3,4,4,-0.297088611476105,-0.463892244133779,-0.307974497645475
5,4,4,4,4,4,5,2,3,4,4,3,4,4,3,4,5,2,1,1,4,5,4,1,1,1,8,7,2,3,1,5,5,10,5,5,4,3,5,5,-0.297088611476105,0.273687862489331,-0.0435969523018184
5,5,5,5,5,3,5,3,3,4,4,4,4,4,4,4,5,1,1,1,4,3,3,1,0,1,7,6,2,3,1,4,5,3,3,2,5,3,1,4,0.41816368219865,0.293971499390473,0.0722670879072252
4,4,4,4,5,3,3,3,3,2,5,4,4,2,4,5,4,2,1,2,6,8,2,0,0,0,14,5,2,5,1,3,2,6,5,5,6,4,2,4,0.310772166726024,-0.843756252641169,-0.212822966626416
5,4,5,5,4,4,5,3,3,5,4,4,4,5,5,4,3,3,1,2,5,3,1,0,1,1,10,8,2,3,1,5,5,3,7,6,5,2,3,5,-0.140488137621743,-0.00146511699557332,0.398454170180246
4,4,5,4,4,4,4,3,2,3,4,4,4,4,4,4,3,2,1,1,5,3,1,0,1,1,9,6,2,1,1,5,4,3,7,8,5,6,1,5,-0.140488137621743,0.109350976717088,-0.0289264277926778
5,5,5,5,5,4,4,3,3,5,3,2,4,4,5,5,3,2,1,2,8,8,1,0,0,0,12,7,2,3,1,5,5,4,5,7,5,4,4,5,0.637666740782074,-0.463892244133779,0.153768614221859
5,5,5,5,5,4,5,3,3,1,5,3,1,1,1,1,5,2,2,1,8,6,1,0,0,0,13,4,2,3,1,3,4,3,5,6,5,4,3,5,-0.0122857799240359,-0.614086498364169,-1.50010439904626
4,4,4,5,3,4,3,3,3,2,4,1,4,5,5,4,3,2,1,2,5,6,5,1,0,1,12,6,2,3,1,4,3,16,7,5,6,3,1,5,-0.391208831407869,-0.296352077561426,0.0948736230805372
5,5,5,5,4,4,4,3,3,5,5,4,5,4,5,5,4,3,1,2,5,3,1,0,1,1,1,8,2,3,1,5,5,3,6,5,8,3,1,5,0.334847517274045,0.907377876299525,0.668002763320065
4,5,5,5,4,4,3,2,3,4,4,4,4,2,1,4,3,2,1,2,5,3,1,0,0,1,4,8,2,3,1,5,3,14,4,6,7,2,1,5,-0.0132023596756852,0.475831007419166,-0.493584085448054
5,5,5,5,4,4,3,3,3,5,4,4,5,4,5,5,4,2,1,1,5,3,1,0,1,1,4,7,2,3,1,5,3,4,5,7,7,1,1,5,0.334847517274045,0.557034603363158,0.532446733725752
4,3,5,3,3,4,4,3,3,2,3,3,5,5,4,4,4,2,1,2,5,7,5,1,1,1,10,7,2,3,1,4,4,14,8,8,7,3,1,6,-0.663223632108227,0.0704993261119914,0.0865756431867606
5,5,5,5,5,5,5,3,3,3,4,3,5,3,5,4,5,3,1,2,8,6,4,1,2,0,12,6,2,3,1,3,4,13,5,6,4,2,3,6,0.41816368219865,-0.213427992743357,0.220930175961871
4,5,5,5,4,3,5,2,2,2,3,2,4,3,2,2,2,2,1,2,8,6,4,1,2,0,11,5,1,3,1,3,4,13,5,6,4,2,6,4,-0.277238387590089,0.0296595986182959,-0.606533579869055
4,3,5,3,4,5,2,3,3,4,5,5,5,3,3,5,3,1,1,1,8,6,3,1,0,0,14,6,2,3,1,5,3,9,4,5,7,4,6,6,-0.273506085269583,-0.728365218352972,0.225951640838
4,5,5,5,5,4,5,3,3,5,4,5,5,4,5,5,3,2,1,2,4,6,2,0,0,1,9,7,2,3,1,3,5,5,7,6,5,3,2,5,0.637666740782074,0.028577510740705,0.532446733725752
4,4,4,4,5,5,4,3,3,5,4,4,5,3,4,4,4,2,1,1,3,4,1,0,1,1,11,8,2,3,1,5,5,8,5,6,7,3,3,6,0.120118371760654,-0.134696052042707,0.307453167152634
4,4,5,4,4,4,4,3,3,4,4,4,5,5,5,5,3,2,1,2,3,5,1,0,0,1,3,7,2,3,1,5,5,5,8,7,5,2,2,4,0.0437666564572614,0.562634842156503,0.540382744389923
5,5,5,5,4,4,3,2,2,3,4,5,5,3,5,5,2,3,1,1,6,3,1,0,0,1,7,5,2,3,1,4,3,2,4,8,4,1,3,4,0.165419658719498,0.224438205339364,0.220930175961871
4,4,4,4,4,4,4,2,2,3,3,3,3,2,3,3,4,2,1,1,3,6,3,1,1,1,12,6,2,3,1,3,3,8,4,6,6,6,7,4,-0.452292440038533,-0.212462042455848,-0.741727640233763
5,5,5,5,3,3,4,3,3,4,4,4,4,4,4,4,4,2,1,2,3,5,4,1,1,1,10,5,2,3,1,4,4,4,4,5,6,3,6,4,-0.110296568749038,0.0704993261119914,0.0722670879072252
5,5,5,4,4,5,5,3,2,3,4,4,5,5,4,5,3,3,1,1,6,3,1,0,0,1,9,8,2,1,1,5,5,16,6,6,4,1,2,6,0.334847517274045,0.028577510740705,0.323325188480976
5,5,5,4,5,4,5,3,2,2,5,3,5,5,5,3,5,2,1,2,3,2,3,1,2,1,2,5,2,3,1,3,3,13,5,6,3,1,1,5,0.237024930228086,0.899966430778293,0.47355174258443
5,5,5,4,4,4,3,3,3,3,4,3,4,5,5,5,4,2,1,1,6,6,3,1,0,1,12,6,2,3,1,4,3,3,6,6,5,5,5,4,0.334847517274045,-0.296352077561426,0.19606713878044
4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,2,1,1,2,3,1,0,1,1,8,5,2,3,1,3,4,3,5,6,7,5,4,4,-0.140488137621743,0.204267042378157,-0.0435969523018184
4,4,5,5,3,4,5,3,2,2,4,2,4,2,4,2,5,1,1,1,2,3,1,0,0,1,10,6,2,1,1,3,5,4,3,7,5,3,1,4,-0.652245732312108,-0.0834770608532479,-0.348378996220729
5,5,5,5,5,4,4,3,3,5,5,2,5,3,5,5,3,3,1,1,8,8,1,0,0,0,14,6,2,3,1,4,3,13,6,6,6,5,2,5,0.637666740782074,-0.843756252641169,0.55887323695599
4,4,5,4,4,4,3,3,3,4,5,5,5,3,4,4,3,3,1,1,8,8,1,0,0,0,14,5,2,3,1,4,4,4,7,7,5,4,3,4,-0.140488137621743,-0.843756252641169,0.341815681047044
4,4,4,4,4,3,3,2,2,4,4,3,4,4,4,4,3,2,1,2,8,8,1,0,1,0,14,6,2,3,1,4,4,3,4,4,7,7,7,4,-0.297088611476105,-0.724470197202584,0.0722670879072252
5,5,5,5,5,4,4,3,3,3,4,4,5,5,5,5,4,3,1,1,8,5,1,0,2,0,11,5,2,3,1,4,4,15,5,7,4,3,1,4,0.637666740782074,-0.136700016807631,0.43918922869002
4,4,5,4,4,4,2,2,2,2,3,4,4,4,2,3,2,3,1,1,8,8,2,0,0,0,12,7,2,3,1,5,3,11,5,5,5,5,4,5,-0.452292440038533,-0.463892244133779,-0.497404053504981
4,4,4,4,4,3,3,2,2,3,3,3,3,2,3,3,4,2,1,1,5,5,1,0,1,1,13,7,2,3,1,3,3,14,3,5,5,5,1,4,-0.452292440038533,-0.443241260909589,-0.741727640233763
4,4,5,4,3,5,5,3,1,3,4,4,4,4,4,4,4,2,1,1,8,3,1,0,0,0,10,7,2,3,1,4,3,16,4,6,7,4,1,6,-0.391208831407869,-0.169724180008973,-0.0289264277926778
5,5,5,5,4,4,4,2,2,4,4,4,4,4,3,4,2,2,1,1,8,3,1,0,1,0,9,7,2,3,1,4,3,16,7,8,5,2,1,6,-0.0132023596756852,0.0225048686687753,-0.0435969523018184
4,4,5,5,5,1,3,1,3,5,4,3,5,5,5,5,3,3,1,2,6,8,1,0,0,0,14,8,2,3,1,4,4,7,6,6,7,4,2,3,-0.0256840645216849,-0.843756252641169,0.641576260089826
5,5,5,5,5,3,5,3,3,5,5,5,5,2,5,5,5,3,1,1,3,3,1,0,1,1,2,7,2,3,1,4,4,4,4,6,3,2,6,5,0.637666740782074,0.748896917909429,0.449743710591916
4,4,4,4,4,3,5,2,3,3,3,3,4,4,4,4,4,3,1,1,8,7,1,0,1,0,13,4,2,3,1,4,4,3,5,6,5,4,1,3,-0.297088611476105,-0.52808610582444,-0.164482457386991
5,5,5,5,5,3,4,3,3,4,4,4,5,4,5,5,4,2,1,1,6,6,1,0,0,1,10,7,2,3,1,3,5,3,5,5,6,1,2,5,0.637666740782074,-0.0834770608532479,0.431253218025849
4,4,5,4,4,4,4,2,3,5,3,2,4,5,5,4,3,3,1,1,7,6,1,0,1,1,8,7,2,3,1,3,3,14,5,7,5,1,4,5,-0.297088611476105,0.204267042378157,0.262898140585933
4,4,5,4,4,4,4,3,3,4,4,3,5,5,5,4,4,2,1,2,7,7,1,0,0,1,9,8,2,3,1,3,4,16,6,7,7,6,4,4,-0.140488137621743,0.028577510740705,0.540382744389923
4,4,4,4,5,5,5,3,3,4,3,3,4,4,3,3,5,2,2,2,4,6,4,1,1,1,11,8,2,3,1,5,5,10,4,4,4,1,1,6,-0.0462244575642779,-0.0608042369693879,-0.179152981896131
5,4,4,4,5,3,3,2,3,4,4,3,3,3,3,4,4,2,1,2,8,5,1,0,0,0,8,5,2,3,1,3,3,4,4,6,6,5,4,4,-0.041180761757672,0.0365191211467845,-0.395848568575473
4,4,5,4,4,4,4,3,3,5,4,4,4,4,4,4,3,3,1,2,5,6,4,1,2,1,8,8,2,3,1,5,5,5,4,6,5,4,4,5,-0.140488137621743,0.354224591790517,0.173460603607128
4,4,4,4,4,4,4,2,3,4,4,4,4,4,1,4,4,2,1,2,5,6,1,0,0,1,13,5,2,3,1,4,4,14,4,5,7,4,2,4,-0.297088611476105,-0.527806893650448,-0.275325032719906
5,4,5,4,5,4,3,3,3,4,4,3,4,3,5,5,5,3,1,2,5,8,1,0,1,0,12,5,2,3,1,4,5,15,4,6,4,2,3,5,0.310772166726024,-0.377238302940992,0.0790016017521943
4,4,4,4,4,4,4,3,3,5,4,4,3,3,4,5,4,2,1,1,5,8,1,0,2,0,12,5,2,3,1,4,4,4,5,6,6,4,2,5,0.0437666564572614,-0.289874096542315,-0.178791012666526
4,4,4,4,4,4,4,3,3,3,4,2,3,3,3,3,3,3,1,1,6,5,1,0,1,1,13,5,2,3,2,4,4,15,4,2,5,4,4,4,-0.301184460322696,-0.443241260909589,-0.497042084275376
5,4,5,3,5,3,3,2,3,5,4,3,4,4,5,4,3,2,1,1,6,6,3,1,1,1,9,6,2,3,1,4,3,8,6,7,7,3,4,3,-0.041180761757672,0.179447991521837,0.289324643816172
4,5,5,4,5,4,4,3,2,4,4,4,4,4,4,4,4,2,1,2,6,5,4,1,0,1,12,4,2,3,1,4,4,3,4,6,8,2,3,5,0.41816368219865,-0.296352077561426,0.0722670879072252
4,4,5,4,5,4,5,3,3,5,5,4,5,5,5,5,5,2,1,1,8,6,4,1,0,0,7,5,1,3,1,4,4,8,6,6,4,2,5,5,0.310772166726024,0.29023148024046,0.777132289684139
4,4,5,5,4,4,3,2,3,3,4,3,3,4,4,3,3,3,1,1,5,3,1,0,1,1,1,5,2,3,1,3,4,9,5,5,4,1,1,5,-0.452292440038533,0.907377876299525,-0.272048517702258
4,4,4,4,4,5,5,3,3,3,3,2,3,3,3,3,5,3,1,2,3,2,1,0,1,1,9,6,2,3,1,3,4,2,5,5,5,5,5,3,-0.301184460322696,0.109350976717088,-0.632598113869689
5,5,5,5,5,4,5,3,3,5,5,5,4,3,5,5,4,2,1,2,6,3,1,0,1,1,12,5,2,3,1,4,3,3,5,5,6,2,1,4,0.637666740782074,-0.289792057377972,0.31575114704641
4,4,4,4,4,4,3,2,3,2,4,3,3,3,3,3,3,2,1,1,6,3,1,0,0,1,12,6,2,3,1,4,5,13,6,6,6,4,1,4,-0.452292440038533,-0.375607980676616,-0.598235599975279
5,4,5,3,4,4,4,2,2,3,4,4,4,4,3,3,4,3,1,1,6,5,1,0,1,1,7,7,2,1,1,5,5,3,4,6,4,1,1,5,-0.452292440038533,0.30575840803601,-0.144790468001721
4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,3,2,1,2,8,8,1,0,1,0,9,4,2,3,1,3,3,4,5,5,5,5,5,5,-0.538935226006102,0.0225048686687753,0.0722670879072252
4,4,4,4,4,3,5,1,2,2,4,3,3,3,3,3,3,3,1,2,8,8,1,0,1,0,9,5,2,3,1,3,5,3,4,5,7,4,2,4,-0.608822547566116,0.0225048686687753,-0.598235599975279
5,5,5,5,5,3,4,2,2,4,4,3,4,4,5,4,4,3,1,2,8,8,1,0,2,0,9,5,2,3,1,3,3,15,5,5,5,2,1,4,0.241054132372064,0.103254393288134,0.188131128116269
4,3,4,3,4,3,3,2,2,3,4,4,4,3,1,4,2,2,1,2,8,8,1,0,1,0,9,4,2,3,1,3,4,13,4,5,4,3,3,4,-0.582996163355402,0.0225048686687753,-0.485648074783883
4,4,4,4,5,3,3,2,2,3,4,2,3,2,2,3,4,1,1,1,7,5,1,0,0,1,11,6,2,3,1,4,5,3,2,5,8,8,1,3,-0.199694667385027,-0.217804187793027,-0.722035650848494
4,4,4,4,5,4,5,3,3,4,4,4,4,4,4,4,5,2,1,2,8,7,1,0,0,0,13,6,2,3,1,5,5,3,3,5,6,5,1,4,0.120118371760654,-0.614086498364169,0.0722670879072252
4,4,4,3,5,3,3,2,3,3,3,2,3,3,3,3,4,3,1,1,4,5,1,0,2,1,12,6,2,3,1,4,5,10,6,6,5,4,1,4,-0.199694667385027,-0.202858002070263,-0.632598113869689
4,5,5,4,4,4,4,3,2,3,4,2,4,4,5,4,3,3,1,1,6,6,5,1,1,1,10,7,2,1,1,4,4,13,5,6,4,1,4,4,0.145675190540327,0.0704993261119914,0.0869376124163658
5,5,5,5,4,4,4,2,2,3,4,3,4,4,3,4,3,3,1,1,6,6,5,1,1,1,8,7,2,1,1,4,5,4,5,6,5,2,1,5,-0.0132023596756852,0.273687862489331,-0.144790468001721
5,5,5,5,5,5,5,3,3,5,5,2,5,4,5,5,3,3,1,1,3,3,1,0,2,1,4,8,2,3,1,5,5,4,7,7,4,1,2,6,0.637666740782074,0.63738670204398,0.668002763320065
4,5,5,5,5,4,4,3,3,4,4,4,2,4,4,4,3,3,1,2,7,6,1,0,0,1,14,8,2,3,1,5,5,2,6,8,4,1,1,4,0.41816368219865,-0.725980053113619,-0.413977091911935
4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,2,1,2,8,8,4,1,1,0,14,5,2,3,1,4,4,6,5,5,4,2,2,5,-0.140488137621743,-0.623530206853964,0.0722670879072252
5,5,5,5,4,4,5,3,3,2,4,4,4,4,4,5,4,3,1,1,5,6,4,1,1,1,10,6,2,3,1,4,4,8,3,7,8,4,3,3,0.334847517274045,0.0704993261119914,-0.130119943492581
4,4,4,5,4,5,4,3,3,4,4,3,4,4,3,4,4,3,1,1,3,6,1,0,0,1,11,8,2,3,1,4,5,3,8,6,6,2,1,6,-0.140488137621743,-0.217804187793027,-0.0435969523018184
5,3,5,5,5,4,5,3,3,5,4,4,5,3,5,5,5,1,1,2,4,8,3,1,0,0,9,6,2,3,1,3,4,3,4,7,8,6,1,5,-0.0320940876090266,0.0134318774595043,0.423317207361677
4,4,5,4,4,4,3,3,3,4,4,3,4,4,4,4,4,2,1,2,8,7,3,1,1,0,7,6,2,3,1,4,3,2,6,5,5,3,3,5,-0.140488137621743,0.28375086160652,0.0722670879072252
5,4,4,4,5,3,5,2,3,5,2,2,4,5,1,4,4,2,1,1,8,6,3,1,1,0,11,4,2,3,2,3,5,5,4,6,4,3,3,3,-0.041180761757672,-0.146539156215324,-0.336114049844554
4,5,5,4,4,5,5,3,1,4,4,2,3,2,3,3,2,2,1,1,5,5,2,0,1,1,8,7,2,3,1,3,3,5,7,7,4,3,3,4,-0.018132364969469,0.204267042378157,-0.504978094939547
4,4,5,4,4,4,4,2,3,4,4,1,4,4,4,4,4,2,1,2,5,2,2,0,2,1,4,7,2,3,1,4,4,3,5,6,5,4,4,4,-0.297088611476105,0.63738670204398,0.0722670879072252
3,4,4,5,4,4,4,2,3,4,3,4,5,3,4,4,4,2,1,1,5,1,2,0,2,1,3,8,2,3,1,4,4,4,5,6,8,4,5,4,-0.297088611476105,0.72575772212985,0.0707036218584177
5,5,5,5,5,4,4,2,2,5,4,4,4,5,5,5,4,2,1,2,8,8,1,0,0,0,14,5,2,3,1,3,3,15,5,6,7,5,3,4,0.436069280573343,-0.843756252641169,0.398454170180246
5,5,5,5,5,4,3,2,2,2,3,3,3,3,4,5,3,3,1,2,8,8,1,0,1,0,13,6,2,3,1,3,4,16,3,5,8,5,1,5,0.436069280573343,-0.52808610582444,-0.617927589360548
