"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs","InstitEngage_fs"
5,5,5,5,5,3,4,3,3,5,4,4,5,4,4,5,4,2,1,1,8,6,2,0,2,0,10,6,2,3,1,3,5,3,6,6,8,4,3,4,0.637666740782074,-0.00557003233219753,0.416582693516708
5,5,5,5,5,4,4,3,3,3,4,1,4,3,4,4,4,2,1,2,3,6,1,0,1,1,8,6,2,3,1,4,4,15,5,5,4,1,3,4,0.41816368219865,0.204267042378157,-0.138055954156752
4,4,5,5,5,4,4,3,3,4,5,5,4,4,5,5,4,2,1,1,8,6,3,1,1,0,10,8,2,3,1,5,4,13,5,6,7,4,4,6,0.310772166726024,-0.016110932154278,0.323687157710582
5,4,5,5,5,5,5,3,3,3,4,4,4,4,3,4,5,1,1,2,6,5,1,0,0,1,10,8,2,1,1,5,5,5,6,6,5,3,2,6,0.120118371760654,-0.0834770608532479,-0.144790468001721
5,5,5,5,5,4,5,3,3,4,4,4,4,4,4,4,5,3,1,1,6,4,1,0,0,1,10,7,2,3,1,5,5,15,8,8,5,3,1,5,0.41816368219865,-0.0834770608532479,0.0722670879072252
5,5,5,5,5,4,4,3,3,4,5,4,4,4,5,5,5,2,1,1,6,5,1,0,1,1,10,7,2,3,1,5,4,4,4,7,4,3,3,6,0.637666740782074,-0.00146511699557332,0.323687157710582
5,5,4,4,4,5,4,3,3,5,3,3,3,3,4,4,5,2,1,2,7,5,1,0,1,1,7,8,2,3,1,5,4,15,4,7,8,2,3,6,0.145675190540327,0.30575840803601,-0.314347042260839
5,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,2,1,1,6,3,3,1,1,1,11,7,2,3,1,4,4,7,4,6,7,5,1,5,-0.140488137621743,-0.0608042369693879,0.0722670879072252
5,5,5,5,4,4,4,3,3,3,4,3,4,3,3,4,3,3,1,1,5,5,4,1,1,1,7,6,2,3,1,3,4,16,5,6,3,4,3,4,0.145675190540327,0.375018863561732,-0.253919994365796
4,5,5,5,5,5,5,3,2,2,4,5,4,3,3,3,5,3,1,2,7,5,1,0,1,1,9,5,2,3,1,4,4,9,8,8,8,8,8,4,0.237024930228086,0.109350976717088,-0.355113510065699
4,5,5,4,4,5,4,3,3,5,4,4,4,5,1,5,3,2,1,2,8,6,1,0,1,0,13,7,2,3,1,4,4,5,6,7,5,4,5,5,0.334847517274045,-0.52808610582444,-0.0650019906559283
4,4,4,4,4,3,3,2,2,5,4,2,4,2,3,4,3,3,1,2,8,6,1,0,0,0,14,7,2,3,1,4,5,3,8,4,6,4,3,5,-0.297088611476105,-0.843756252641169,-0.160662489330064
4,4,5,4,4,4,5,2,3,5,4,4,4,5,5,5,5,1,1,2,8,6,1,0,0,0,14,7,2,3,1,4,5,13,4,5,6,6,5,5,-0.116465254366549,-0.843756252641169,0.398454170180246
4,3,5,4,5,4,4,2,3,5,5,4,4,5,4,4,4,2,1,2,8,6,1,0,0,0,13,7,2,3,1,4,5,8,5,6,7,5,6,5,-0.342598237873162,-0.614086498364169,0.418146159565515
4,4,4,4,4,3,3,2,2,3,4,3,4,3,3,3,3,3,1,1,6,5,1,0,1,1,12,6,2,3,1,3,5,6,6,6,7,4,1,4,-0.452292440038533,-0.289792057377972,-0.253919994365796
5,5,5,4,4,5,5,3,3,5,5,5,4,4,5,5,5,2,1,2,8,4,2,0,2,0,12,8,2,3,1,4,5,3,7,5,4,1,3,5,0.334847517274045,-0.289874096542315,0.424880673410485
5,5,5,5,5,4,5,3,3,5,5,4,5,5,5,5,5,1,1,1,3,6,2,0,0,1,12,7,2,3,1,4,5,14,5,7,5,4,1,4,0.637666740782074,-0.375607980676616,0.777132289684139
3,3,5,4,3,5,4,3,2,3,3,4,4,4,3,3,4,2,1,2,6,8,1,0,0,0,11,7,2,3,1,5,5,2,4,5,5,2,1,6,-0.796285310234817,-0.304165128469162,-0.280346497596034
5,4,5,5,5,5,4,2,3,5,4,4,4,3,2,4,4,3,1,2,7,8,1,0,1,0,12,8,2,3,1,5,5,16,8,5,7,5,7,6,-0.041180761757672,-0.377238302940992,-0.167397003175033
4,4,4,4,4,5,4,3,3,5,4,4,4,3,4,4,3,2,1,2,6,8,1,0,1,0,11,7,2,3,1,5,4,5,6,4,4,3,3,5,-0.140488137621743,-0.220976828316849,0.0643310772430537
5,4,5,4,4,4,4,2,3,5,3,4,4,4,5,4,4,3,1,1,6,8,1,0,1,0,11,8,2,3,1,5,5,3,6,8,5,2,1,5,-0.297088611476105,-0.220976828316849,0.153768614221859
2,4,5,4,5,5,4,3,3,4,2,4,4,3,3,3,4,3,1,1,6,8,1,0,1,0,11,8,2,3,1,5,5,8,5,7,5,2,3,6,-0.0462244575642779,-0.220976828316849,-0.423838537854519
5,4,5,4,4,4,4,3,3,3,3,4,3,2,4,4,5,1,1,2,8,6,3,1,0,0,13,7,2,3,1,4,3,3,4,6,8,5,5,5,-0.140488137621743,-0.532469998628272,-0.62586360002472
5,5,5,5,5,4,4,3,3,5,5,3,5,4,5,5,3,2,1,1,5,3,4,1,2,1,8,7,2,3,1,4,4,8,7,6,7,5,7,5,0.637666740782074,0.354224591790517,0.668002763320065
4,4,5,5,5,4,4,3,3,2,4,4,4,3,2,4,4,2,1,1,5,6,1,0,0,1,13,6,2,3,1,4,5,8,5,6,5,4,3,5,0.120118371760654,-0.527806893650448,-0.470977550274742
5,5,5,4,4,4,4,3,3,5,4,4,4,4,5,5,4,2,1,1,5,6,1,0,0,1,13,8,2,3,1,4,4,3,7,8,8,8,2,5,0.334847517274045,-0.527806893650448,0.289324643816172
5,5,5,5,5,4,4,2,3,4,4,3,5,5,5,5,3,3,1,2,7,6,1,0,1,1,11,6,2,3,1,4,4,4,5,8,5,4,2,5,0.436069280573343,-0.134696052042707,0.540382744389923
5,5,5,5,5,4,5,2,3,4,4,1,4,3,3,4,4,3,1,2,6,7,1,0,0,1,11,6,2,3,1,4,4,16,4,7,8,6,6,5,0.241054132372064,-0.217804187793027,-0.152726478665893
4,4,5,4,4,4,5,3,2,2,4,3,5,3,3,4,3,3,1,2,8,5,3,1,2,0,11,7,2,3,1,4,5,8,7,6,6,5,4,5,-0.140488137621743,-0.0639007665714064,-0.111991420156119
5,5,5,4,4,4,4,3,3,2,5,4,4,5,5,3,2,2,1,2,6,3,3,1,2,1,9,8,2,1,1,4,4,15,5,6,6,5,3,6,-0.018132364969469,0.260155048097103,0.23042965267485
5,4,4,4,4,3,4,3,3,4,4,4,5,4,4,4,4,2,1,2,6,6,1,0,0,1,9,5,1,3,1,3,4,4,5,6,8,4,1,5,-0.140488137621743,0.120489830547011,0.315389177816805
4,4,4,4,4,3,3,2,3,4,4,4,4,4,3,4,3,2,1,1,6,6,1,0,1,1,9,5,2,3,1,3,3,13,4,5,5,4,1,4,-0.297088611476105,0.109350976717088,-0.0435969523018184
4,4,4,4,4,4,5,3,3,4,5,4,4,4,3,4,3,3,1,2,6,6,1,0,0,1,7,5,2,3,1,3,5,7,8,8,5,3,3,4,-0.140488137621743,0.224438205339364,0.0919590772924946
4,4,4,3,3,3,3,2,3,4,4,5,4,2,1,4,4,2,1,1,6,6,1,0,1,1,8,5,2,3,1,3,3,9,5,5,5,1,1,3,-0.538935226006102,0.204267042378157,-0.493584085448054
4,4,5,4,4,3,3,2,2,5,4,4,4,2,5,5,3,3,2,1,6,6,1,0,2,1,8,5,2,3,1,3,4,4,6,7,6,2,2,3,-0.116465254366549,0.285446568274311,0.0710655910880229
4,4,4,4,4,3,3,3,3,4,3,4,5,5,3,4,4,3,1,2,6,6,1,0,1,1,9,4,2,3,1,3,3,13,5,7,8,3,1,3,-0.140488137621743,0.109350976717088,0.173098634377523
4,4,5,4,4,4,4,3,3,4,3,4,4,4,3,4,2,2,1,1,5,6,1,0,1,1,7,8,2,3,1,5,5,7,5,6,5,4,3,5,-0.140488137621743,0.30575840803601,-0.179152981896131
4,4,5,4,5,4,3,2,3,4,3,5,4,3,5,4,3,3,1,2,5,6,1,0,2,1,10,8,2,3,1,5,5,11,6,6,4,1,5,6,-0.041180761757672,0.0816160839865638,-0.0565544278421187
5,4,5,4,5,4,4,2,2,4,4,3,3,3,1,4,4,2,1,2,5,6,1,0,0,1,9,8,2,3,1,5,5,3,5,4,8,7,2,5,-0.041180761757672,0.028577510740705,-0.62757664899356
4,4,5,4,3,5,5,2,2,2,3,3,4,2,2,2,3,1,1,1,4,6,1,0,0,1,8,8,2,3,1,5,5,8,4,5,5,1,3,6,-0.794731080507926,0.123520807206761,-0.71566310623313
4,4,4,4,5,4,4,2,2,2,3,4,4,2,4,3,2,3,1,2,5,6,1,0,0,1,7,8,2,3,1,5,4,16,8,8,6,2,4,6,-0.199694667385027,0.224438205339364,-0.483935025815042
4,4,5,4,4,5,4,3,2,4,4,5,4,3,1,4,3,2,1,2,5,6,1,0,1,1,9,8,2,3,1,5,5,7,4,6,4,3,3,5,-0.140488137621743,0.109350976717088,-0.38445455908398
4,4,4,3,4,4,4,2,2,3,2,3,4,3,3,4,5,2,1,2,5,8,1,0,1,0,10,7,2,2,1,4,3,1,5,6,7,8,1,4,-0.297088611476105,-0.0881677625314974,-0.525032053554422
4,4,5,4,4,5,5,3,2,4,4,2,4,4,4,4,2,2,1,1,5,8,1,0,1,0,9,8,2,3,2,4,5,7,6,5,6,4,3,6,-0.140488137621743,0.0225048686687753,0.0722670879072252
5,4,5,4,4,4,4,3,3,4,4,4,4,4,1,5,3,2,1,1,4,8,1,0,1,0,10,7,2,3,1,4,5,14,7,6,5,2,2,5,0.0437666564572614,-0.0881677625314974,-0.275325032719906
4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,3,2,1,2,6,6,1,0,1,1,12,5,2,3,1,4,3,3,4,4,5,4,3,4,-0.297088611476105,-0.289792057377972,0.0722670879072252
5,5,5,4,4,4,4,3,3,2,4,3,5,4,4,4,3,2,1,2,6,6,1,0,1,1,12,5,2,3,1,4,2,13,4,4,4,3,3,5,0.145675190540327,-0.289792057377972,0.113002146416999
4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,1,6,6,1,0,0,1,11,6,2,3,1,4,3,7,5,6,6,4,4,4,-0.140488137621743,-0.217804187793027,0.0722670879072252
4,4,4,4,5,3,2,2,3,4,4,4,4,3,3,5,4,3,1,1,5,5,1,0,1,1,11,7,2,3,1,4,4,16,5,5,4,1,4,5,0.14050272419661,-0.134696052042707,-0.152726478665893
5,5,5,5,5,4,5,3,3,4,5,4,5,2,5,5,5,1,1,2,6,8,1,0,1,0,10,7,2,3,1,5,5,3,5,7,6,6,1,5,0.637666740782074,-0.0881677625314974,0.348550194892013
4,4,4,4,4,3,2,2,3,4,4,4,4,4,3,5,4,2,1,1,8,8,1,0,0,0,12,5,2,3,1,3,3,13,5,5,5,5,1,4,-0.116465254366549,-0.463892244133779,-0.0435969523018184
4,4,4,4,4,4,4,2,3,5,4,4,4,4,4,4,4,2,1,1,8,8,1,0,0,0,12,6,2,3,1,3,2,13,5,5,5,4,1,5,-0.297088611476105,-0.463892244133779,0.173460603607128
4,4,4,4,4,4,4,3,3,4,2,1,4,2,4,4,4,3,1,1,8,8,1,0,0,0,11,8,2,3,1,3,4,4,4,5,4,1,1,5,-0.140488137621743,-0.304165128469162,-0.41710402400955
5,4,4,5,5,5,5,3,3,4,5,5,4,5,5,5,5,1,1,2,6,6,1,0,0,1,10,7,2,3,1,3,4,5,5,6,8,4,4,5,0.310772166726024,-0.0834770608532479,0.432816684074656
5,4,5,5,4,3,3,3,3,4,5,4,4,5,5,5,4,2,1,1,6,6,1,0,1,1,10,7,2,3,1,3,3,13,5,6,6,5,1,5,0.0437666564572614,-0.00146511699557332,0.432816684074656
5,5,5,5,4,4,5,2,1,3,3,1,4,4,3,3,4,2,1,2,6,6,1,0,1,1,10,7,2,3,1,3,4,16,2,7,8,1,1,5,-0.168343681945206,-0.00146511699557332,-0.280346497596034
4,4,5,4,4,4,3,3,2,3,4,3,5,4,4,4,4,2,1,2,8,6,1,0,0,0,12,7,2,3,1,4,3,13,8,8,8,8,5,5,-0.140488137621743,-0.463892244133779,0.214195662116902
4,4,5,4,4,4,4,3,3,3,5,5,5,5,5,4,4,2,1,1,8,6,1,0,0,0,11,6,2,3,1,4,5,2,6,8,8,3,3,5,-0.140488137621743,-0.304165128469162,0.574745258284333
4,4,5,4,5,4,3,3,3,4,5,5,5,4,4,5,3,2,1,2,3,3,1,0,0,1,12,7,2,3,1,4,4,4,5,5,6,5,5,5,0.310772166726024,-0.375607980676616,0.450945207411118
4,5,4,5,3,4,4,3,3,4,3,3,4,4,4,4,2,2,1,2,3,3,1,0,2,1,11,7,2,3,1,4,4,3,5,6,4,2,1,6,-0.110296568749038,-0.0503220682970358,-0.0632889416870878
5,5,4,5,4,4,4,3,2,3,4,3,4,3,4,4,4,2,1,2,3,3,1,0,2,1,11,7,2,3,1,4,3,9,5,5,5,4,3,5,0.145675190540327,-0.0503220682970358,-0.138055954156752
4,4,5,4,4,5,4,3,2,3,4,4,5,4,5,4,2,2,1,2,3,3,1,0,1,1,11,7,2,3,1,4,4,6,8,7,2,1,3,6,-0.140488137621743,-0.134696052042707,0.330059702325946
5,4,5,4,5,5,4,3,3,4,4,3,4,4,4,4,3,2,1,1,6,8,1,0,0,0,13,8,2,3,1,4,5,8,4,6,8,5,4,5,0.120118371760654,-0.614086498364169,0.0722670879072252
5,5,4,4,4,3,4,3,3,5,4,4,5,5,5,5,4,2,1,2,5,5,1,0,0,1,13,6,2,3,1,4,5,15,5,7,6,3,5,4,0.334847517274045,-0.527806893650448,0.641576260089826
5,4,4,4,4,4,4,2,2,3,4,4,3,4,3,4,4,1,1,2,5,5,1,0,0,1,13,7,2,3,1,4,3,3,4,6,8,8,2,5,-0.297088611476105,-0.527806893650448,-0.387912557911301
5,5,5,5,5,4,4,3,3,5,4,4,5,2,2,5,3,2,1,2,7,7,1,0,1,1,13,8,2,3,1,5,5,8,5,6,7,4,4,6,0.637666740782074,-0.443241260909589,-0.0334044396295279
5,4,5,4,5,5,5,3,2,2,4,3,5,4,5,4,4,3,1,2,7,6,1,0,1,1,13,8,2,3,1,5,5,3,7,6,5,4,3,6,0.120118371760654,-0.443241260909589,0.228866186626043
4,4,5,5,4,5,4,3,3,4,4,5,4,4,5,5,3,2,1,1,7,6,1,0,0,1,14,8,2,3,1,5,5,2,7,6,6,4,3,6,0.0437666564572614,-0.725980053113619,0.188131128116269
4,4,5,5,5,5,5,3,3,5,4,4,4,5,5,5,3,3,1,2,6,6,1,0,1,1,13,8,2,3,1,5,5,8,5,6,8,4,4,5,0.310772166726024,-0.443241260909589,0.398454170180246
5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,4,2,1,2,8,7,1,0,0,0,10,6,2,3,1,4,4,14,5,5,5,3,2,5,0.637666740782074,-0.169724180008973,0.777132289684139
4,5,5,4,4,4,4,3,3,4,3,4,4,2,4,4,3,2,1,1,8,6,1,0,0,0,9,6,2,3,1,4,3,16,4,6,6,5,2,6,0.145675190540327,-0.0574231876719541,-0.281547994415237
4,4,5,4,5,4,3,3,3,3,4,4,4,3,5,4,4,2,1,1,8,6,1,0,1,0,8,7,2,3,1,4,2,8,5,5,8,3,3,5,0.120118371760654,0.116090201230501,-0.0221919139477086
5,5,5,5,4,4,3,2,2,3,4,4,4,3,4,4,4,2,1,2,8,6,1,0,1,0,10,6,2,3,1,4,4,15,4,5,6,2,1,4,-0.0132023596756852,-0.0881677625314974,-0.138055954156752
4,4,5,5,4,5,5,3,3,3,5,5,5,4,4,4,3,3,1,1,6,6,1,0,0,1,13,8,2,3,1,4,5,16,8,6,3,3,3,6,-0.140488137621743,-0.527806893650448,0.349751691711215
5,4,5,5,4,4,4,3,3,4,4,4,5,4,4,4,4,2,1,2,6,6,1,0,0,1,13,8,2,3,1,4,5,8,5,5,6,4,4,5,-0.140488137621743,-0.527806893650448,0.315389177816805
4,4,5,4,5,4,4,3,2,4,4,3,4,4,4,4,2,3,1,1,3,3,1,0,0,1,9,6,2,3,1,3,4,4,6,6,5,1,2,5,0.120118371760654,0.028577510740705,0.0722670879072252
4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,2,1,2,3,3,1,0,2,1,9,6,2,3,1,3,3,10,6,8,5,4,2,5,-0.140488137621743,0.19088375840534,-0.179152981896131
4,4,4,4,4,3,4,3,3,4,4,4,2,4,4,4,3,2,1,1,3,3,1,0,1,1,9,8,2,3,1,3,4,3,3,4,5,3,4,4,-0.140488137621743,0.109350976717088,-0.413977091911935
4,4,5,4,5,5,5,3,3,5,4,5,5,5,5,5,5,2,1,2,8,6,2,0,1,0,11,7,2,3,1,5,5,5,6,6,5,5,4,5,0.310772166726024,-0.220976828316849,0.641576260089826
2,4,5,5,5,4,5,3,3,3,4,2,4,4,4,4,4,2,1,2,3,5,4,1,1,1,9,6,2,3,1,4,4,9,8,6,5,4,4,4,0.120118371760654,0.179447991521837,-0.0289264277926778
4,4,5,4,4,4,4,2,3,3,4,3,4,2,3,4,4,3,1,2,3,4,4,1,0,1,8,6,2,3,1,4,4,3,5,6,7,4,5,5,-0.297088611476105,0.193420770725339,-0.36304952072987
5,3,5,4,4,5,4,3,2,3,4,4,4,3,4,4,3,2,1,2,5,6,1,0,1,1,10,7,2,3,1,5,3,7,4,5,4,1,3,5,-0.442314392425743,-0.00146511699557332,-0.138055954156752
5,5,4,5,4,4,4,3,1,3,4,4,4,4,4,4,2,2,1,1,5,6,1,0,0,1,9,8,2,3,1,5,5,2,6,6,4,2,2,5,0.145675190540327,0.028577510740705,-0.0289264277926778
5,5,4,5,3,5,4,3,2,4,5,4,4,5,5,4,3,2,1,2,4,6,1,0,2,1,7,8,2,3,1,5,4,6,8,6,4,3,3,6,-0.110296568749038,0.387133981232375,0.432816684074656
5,4,5,5,5,4,4,3,3,5,4,4,5,5,4,4,2,3,1,1,5,6,1,0,1,1,10,8,2,3,1,5,4,7,7,6,6,4,1,5,0.120118371760654,-0.00146511699557332,0.525712219880782
4,4,5,5,4,4,4,3,3,4,4,2,4,5,5,4,3,3,1,2,5,8,2,0,1,0,11,7,2,3,1,4,4,13,7,6,6,4,3,5,-0.140488137621743,-0.220976828316849,0.297260654480343
4,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,2,1,2,8,8,1,0,1,0,13,8,2,3,1,5,4,7,6,8,5,4,6,4,-0.140488137621743,-0.52808610582444,0.0722670879072252
4,4,5,4,5,4,4,3,3,5,4,3,4,3,4,4,5,2,1,1,8,8,1,0,0,0,13,8,2,3,1,5,3,6,4,5,5,2,4,5,0.120118371760654,-0.614086498364169,0.0643310772430537
4,4,5,5,5,5,5,3,3,4,2,3,5,4,5,5,4,2,1,2,8,8,1,0,0,0,13,8,2,3,1,5,4,16,8,7,8,3,3,6,0.310772166726024,-0.614086498364169,0.160141158837223
5,4,5,5,5,4,4,2,3,4,4,4,4,3,1,4,4,2,1,1,8,8,1,0,0,0,13,8,2,3,1,5,4,3,5,6,5,3,4,6,-0.041180761757672,-0.614086498364169,-0.38445455908398
5,4,5,5,3,5,4,3,3,2,4,3,5,4,5,4,4,2,1,1,8,6,1,0,1,0,10,8,2,3,1,4,4,13,7,6,5,1,3,6,-0.391208831407869,-0.0881677625314974,0.228866186626043
5,5,5,5,4,4,4,3,3,4,5,5,5,5,4,5,4,2,1,1,8,7,1,0,1,0,8,8,2,3,1,4,4,7,6,4,5,1,1,5,0.334847517274045,0.116090201230501,0.560074733775192
5,5,5,5,5,4,5,3,3,4,5,5,4,5,5,5,5,2,1,1,8,8,1,0,0,0,11,6,2,3,1,3,4,13,5,6,8,5,1,4,0.637666740782074,-0.304165128469162,0.432816684074656
5,4,5,4,4,4,5,2,3,3,4,1,3,3,3,3,4,2,1,2,6,6,2,0,2,1,10,8,2,3,1,5,5,7,5,7,5,4,5,5,-0.452292440038533,0.0816160839865638,-0.497042084275376
4,4,5,4,4,5,4,3,2,5,5,5,5,5,5,5,5,2,1,1,6,6,2,0,1,1,7,8,2,3,1,5,4,12,8,6,4,4,3,5,0.0437666564572614,0.30575840803601,0.777132289684139
5,5,5,5,5,5,5,3,2,5,4,5,5,5,5,5,4,2,1,1,6,6,2,0,1,1,8,8,2,3,1,5,5,2,8,6,3,3,2,6,0.637666740782074,0.204267042378157,0.641576260089826
5,5,5,4,5,5,5,3,3,5,4,4,4,4,4,5,5,3,1,2,6,7,1,0,0,1,9,5,2,3,1,4,4,15,7,7,6,4,4,5,0.637666740782074,0.028577510740705,0.173460603607128
5,5,5,5,4,4,2,3,3,4,2,4,4,3,4,4,4,2,1,2,6,6,1,0,1,1,8,4,2,3,1,4,5,3,4,7,7,2,1,4,0.145675190540327,0.204267042378157,-0.307974497645475
5,4,5,4,4,4,4,3,3,3,4,4,4,4,5,4,3,2,1,1,6,6,1,0,0,1,7,6,2,3,1,4,4,16,6,6,6,3,1,5,-0.140488137621743,0.224438205339364,0.0869376124163658
5,4,5,4,5,4,5,3,3,5,4,4,4,2,4,5,4,2,1,1,6,6,1,0,0,1,9,5,2,3,1,4,5,3,4,6,8,7,1,5,0.310772166726024,0.028577510740705,-0.0447984491210207
4,4,5,4,4,4,4,3,3,4,4,3,4,4,4,4,4,2,1,2,6,6,1,0,0,1,10,5,2,3,1,4,4,4,5,5,7,4,3,5,-0.140488137621743,-0.0834770608532479,0.0722670879072252
5,5,5,5,4,5,4,3,3,4,5,5,4,4,4,4,3,3,1,2,6,4,1,0,2,1,10,7,2,1,1,4,4,2,5,6,4,4,1,5,0.145675190540327,0.0816160839865638,0.207823117501538
4,4,4,4,4,5,5,3,3,3,4,2,2,2,3,2,3,3,1,2,6,5,1,0,2,1,9,8,2,3,1,4,5,2,4,8,3,2,3,5,-0.417019673044807,0.19088375840534,-0.84929370054903
4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,3,4,3,1,2,6,5,1,0,1,1,9,7,2,3,1,4,4,3,3,4,4,2,1,4,-0.72069445431727,0.109350976717088,-1.3374633156466
5,5,5,5,4,5,5,3,3,5,5,4,4,5,4,4,2,2,1,2,3,3,3,1,0,1,8,8,2,3,1,3,3,13,6,6,5,1,1,5,0.145675190540327,0.193420770725339,0.418146159565515
5,5,5,5,5,4,5,3,3,5,5,5,5,5,5,5,4,2,1,2,3,3,3,1,1,1,8,8,2,3,1,3,3,13,7,5,7,4,4,5,0.637666740782074,0.273687862489331,0.777132289684139
4,4,5,5,3,3,3,2,3,3,4,2,4,4,1,4,4,2,1,2,3,3,3,1,1,1,10,5,2,2,1,3,3,13,4,5,5,2,1,4,-0.538935226006102,0.0704993261119914,-0.376518548419809
5,4,5,5,5,4,3,3,3,4,4,4,5,2,3,5,4,3,1,2,8,5,1,0,0,0,12,8,2,3,1,5,3,13,4,6,5,2,1,6,0.310772166726024,-0.463892244133779,-0.0187339151203872
4,4,4,4,3,4,3,3,1,4,4,4,3,3,3,2,4,2,1,1,5,3,3,1,1,1,10,8,2,3,1,3,3,4,4,7,8,4,1,5,-0.652245732312108,0.0704993261119914,-0.395848568575473
4,3,4,5,4,4,4,3,2,4,4,3,4,3,4,4,4,2,1,2,5,3,3,1,2,1,7,5,2,1,1,3,4,15,3,7,5,2,1,4,-0.442314392425743,0.455952139878895,-0.0368624384568492
5,4,5,4,5,5,5,3,3,4,4,4,5,5,5,5,5,2,1,1,6,8,2,0,1,0,12,7,2,3,1,5,3,2,6,7,7,6,2,5,0.310772166726024,-0.377238302940992,0.540382744389923
5,5,5,5,5,4,4,3,3,5,4,4,5,5,5,5,4,2,1,1,3,3,3,1,2,1,8,6,2,3,1,4,5,10,5,7,4,2,4,4,0.637666740782074,0.354224591790517,0.641576260089826
5,4,5,5,5,5,5,3,3,5,4,4,4,4,4,5,5,2,1,1,8,8,1,0,0,0,11,8,2,3,1,5,5,5,5,6,7,5,3,5,0.310772166726024,-0.304165128469162,0.173460603607128
5,5,5,5,4,5,5,3,2,4,4,4,4,3,5,5,2,2,1,2,8,8,1,0,0,0,12,8,2,3,1,5,5,3,6,6,5,1,4,5,0.334847517274045,-0.463892244133779,0.0790016017521943
4,5,5,5,3,5,4,2,3,2,4,5,5,3,4,4,2,3,1,2,8,8,1,0,0,0,12,7,2,3,1,5,5,12,8,8,8,5,1,5,-0.255355007575103,-0.463892244133779,0.00387262005292482
4,4,5,5,3,5,5,3,2,5,4,3,4,5,3,4,4,2,1,2,8,8,1,0,1,0,12,8,2,3,1,5,4,8,6,5,5,3,3,6,-0.391208831407869,-0.377238302940992,0.166726089762159
4,4,5,4,5,3,1,3,3,5,5,2,5,2,3,5,5,1,1,1,8,8,1,0,0,0,12,6,2,3,1,5,4,3,4,5,8,8,3,5,0.310772166726024,-0.463892244133779,0.218015630173829
5,5,5,5,5,4,4,3,3,5,4,3,5,3,5,5,4,2,1,2,8,8,1,0,0,0,11,8,2,3,1,5,5,9,5,6,5,1,3,5,0.637666740782074,-0.304165128469162,0.423317207361677
5,5,5,5,5,4,4,3,3,4,4,4,5,3,4,5,4,3,1,1,8,5,3,1,1,0,11,7,2,3,1,4,5,9,5,6,4,4,1,5,0.637666740782074,-0.146539156215324,0.206259651452731
5,5,5,5,5,5,5,3,3,5,5,4,4,3,5,5,5,2,1,2,5,5,1,0,0,1,12,8,2,3,1,5,5,7,5,6,5,3,6,5,0.637666740782074,-0.375607980676616,0.31575114704641
4,4,5,4,4,5,5,2,3,4,4,5,5,4,5,4,5,2,1,2,4,5,1,0,0,1,11,8,2,3,1,5,5,2,8,7,6,4,3,5,-0.297088611476105,-0.217804187793027,0.431253218025849
5,4,5,4,4,5,5,3,2,5,5,5,5,2,2,5,5,2,1,2,5,5,1,0,0,1,11,6,2,3,1,5,5,8,4,5,5,4,3,4,0.0437666564572614,-0.217804187793027,0.102151589964785
5,5,4,5,5,5,3,3,3,5,4,3,5,4,5,4,4,2,1,2,5,5,1,0,1,1,11,8,2,3,1,5,4,10,6,6,6,4,2,6,0.41816368219865,-0.134696052042707,0.532446733725752
4,4,5,4,5,5,4,3,3,4,4,3,5,4,4,5,4,2,1,1,8,8,1,0,1,0,9,7,2,3,1,4,3,4,7,6,7,4,1,6,0.310772166726024,0.0225048686687753,0.315389177816805
4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,4,2,1,1,8,8,1,0,1,0,8,6,2,3,1,4,4,9,4,4,4,4,1,6,0.0437666564572614,0.116090201230501,0.0722670879072252
4,4,4,3,3,4,4,3,2,2,4,3,4,2,3,3,3,3,1,2,8,8,1,0,1,0,10,6,2,3,1,4,3,9,7,7,6,5,2,5,-0.540592025603101,-0.0881677625314974,-0.464243036429773
4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,3,1,2,8,8,1,0,1,0,9,6,2,3,1,4,4,5,5,5,5,4,3,5,-0.140488137621743,0.0225048686687753,0.0722670879072252
4,4,4,4,4,4,4,2,3,2,4,3,4,3,3,4,5,2,1,2,5,3,1,0,2,1,10,7,2,3,1,4,5,15,4,6,7,7,3,5,-0.297088611476105,0.0816160839865638,-0.355113510065699
