"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","CSSRAT01","CSSRAT07","SUCCESS4","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","HistDisadv"
4,4,4,3,3,5,2,5,3,2,4,4,4,2,3,1,1,8,6,1,0,1,0,12,6,2,2,1,4,4,4,3,6,5,4,4,-0.362981021838155
5,5,5,5,4,4,3,4,5,4,4,4,4,3,3,1,2,3,8,1,0,2,0,10,7,2,3,1,4,4,4,8,6,5,3,3,-0.00196027433263968
4,4,5,5,5,4,3,3,5,1,4,3,5,5,3,1,2,8,5,4,1,1,0,7,3,2,3,1,4,3,8,6,6,5,4,1,0.278727958992923
5,5,5,5,3,5,3,3,3,2,4,3,4,3,2,1,1,8,5,3,1,1,0,14,5,2,3,1,4,5,6,5,5,8,1,5,-0.604459600100412
5,4,5,4,4,4,3,5,5,3,4,4,3,4,2,1,2,3,6,4,1,1,1,10,7,2,1,1,4,4,16,6,5,4,1,1,0.0646735189765347
4,5,5,5,5,5,3,4,4,4,3,4,4,4,1,1,2,3,8,1,0,1,0,12,8,2,3,1,4,4,4,8,5,8,6,2,-0.362981021838155
5,4,5,4,4,5,3,5,4,4,4,5,4,4,3,1,2,6,8,5,1,0,0,7,8,2,3,1,4,5,13,6,6,6,3,3,0.200949306414417
5,5,4,4,4,5,3,5,4,5,5,4,5,4,2,1,1,6,8,5,1,2,0,10,6,2,3,1,4,5,10,6,5,5,2,2,0.06466465999476
5,4,5,4,5,5,3,2,5,5,2,5,4,4,2,1,2,3,3,3,1,1,1,7,8,2,3,1,4,5,15,6,6,5,3,4,0.362623165178018
5,5,3,5,4,4,3,3,4,4,4,4,3,4,2,1,2,6,6,4,1,1,1,10,3,2,3,1,3,5,15,3,3,8,8,3,0.0646735189765347
4,3,4,4,3,3,2,4,4,3,3,4,4,3,2,1,1,3,3,3,1,0,1,9,3,2,3,1,3,3,13,4,5,8,5,3,0.0929821387168678
4,2,3,4,4,4,2,5,4,5,3,4,2,4,3,1,1,8,8,3,1,0,0,14,7,2,3,1,4,5,8,8,5,4,3,2,-0.708055863997053
4,4,5,4,3,3,3,3,4,4,4,4,3,2,2,1,1,4,5,1,0,0,1,7,8,2,1,1,3,4,2,5,6,2,1,1,0.217819083601004
5,5,4,5,4,4,2,2,4,2,4,4,5,4,2,1,1,3,5,5,1,1,1,10,4,2,3,1,3,4,10,4,5,7,4,5,0.0646735189765347
5,5,5,5,5,4,3,4,4,4,5,5,5,3,3,1,1,2,3,1,0,1,1,7,8,2,3,1,5,5,7,6,6,5,3,4,0.297508794071883
4,4,5,5,4,4,3,5,4,2,4,5,5,4,2,1,1,7,8,1,0,1,0,11,6,2,3,1,4,5,6,6,7,5,4,3,-0.211053130853549
5,5,5,5,4,5,3,5,4,4,5,5,5,4,3,1,2,8,4,4,1,2,0,9,6,2,3,1,3,4,13,4,5,5,4,8,0.169707729342141
4,4,4,4,4,5,2,5,3,3,4,4,4,4,2,1,1,5,5,3,1,0,1,13,6,2,3,1,4,3,14,5,6,5,1,2,-0.44006763193583
4,4,4,4,3,3,2,4,4,4,4,3,4,3,2,1,1,6,5,3,1,1,1,9,4,2,1,1,3,4,16,4,6,4,1,3,0.171722347897922
4,4,4,4,3,5,2,4,2,3,4,5,5,2,3,1,2,5,5,3,1,1,1,11,6,2,3,1,3,5,3,5,3,3,1,3,-0.0617836717056655
4,4,4,4,4,2,2,5,4,4,3,4,1,4,2,1,1,6,3,1,0,1,1,10,5,2,3,1,4,3,3,4,6,5,2,2,-0.0031361190356389
4,5,5,4,3,5,3,4,4,4,4,4,4,4,3,1,1,6,8,4,1,1,0,11,8,2,3,1,4,5,3,5,7,5,4,3,-0.140983827320575
4,4,4,4,4,4,3,3,4,4,4,3,4,3,2,2,1,8,8,1,0,0,0,11,6,2,3,1,4,4,3,6,6,6,5,2,-0.292714586252046
5,4,5,5,3,3,3,3,4,4,5,3,4,3,3,1,1,6,6,3,1,0,1,12,5,2,3,1,4,4,13,5,7,8,5,1,-0.291694711497771
5,4,4,4,4,5,3,5,4,3,4,5,5,5,2,1,2,3,3,4,1,1,1,8,3,2,1,1,3,3,14,5,5,7,3,4,0.265557685454061
3,3,4,3,4,4,3,3,3,3,2,3,3,4,3,1,2,6,3,1,0,2,1,10,5,2,1,1,4,5,3,3,6,4,4,1,0.0784965848997547
4,4,4,4,3,3,2,3,4,4,3,3,3,3,2,1,2,3,5,2,0,0,1,7,7,2,3,1,3,3,15,5,8,8,4,1,0.217819083601004
5,4,5,4,3,4,2,4,4,5,4,2,5,4,2,1,1,8,5,1,0,0,0,11,4,2,3,1,3,4,16,5,6,4,4,1,-0.292714586252046
4,4,4,4,3,4,3,3,5,3,4,3,4,4,2,1,2,8,5,1,0,0,0,12,6,2,3,1,3,4,3,5,5,5,5,2,-0.448278988621203
5,5,5,5,4,3,2,3,4,4,4,3,4,5,2,1,1,3,3,2,0,0,1,10,6,2,3,1,3,4,15,5,7,6,6,1,-0.0836461388982
4,5,5,5,4,3,3,3,4,4,4,5,5,3,3,1,2,6,6,1,0,1,1,5,8,2,3,1,5,5,13,8,7,5,2,3,0.456890433232495
4,4,4,4,4,4,3,3,4,4,4,3,4,3,3,1,2,6,5,4,1,1,1,4,4,2,3,1,3,5,10,3,4,3,4,5,0.601178891079114
4,4,4,4,4,4,2,4,4,4,4,4,4,3,1,1,2,6,2,2,0,1,1,7,7,2,1,1,4,4,7,8,7,4,1,2,0.297508794071883
5,5,5,5,4,5,3,5,4,3,4,5,5,4,3,1,1,2,5,3,1,1,1,9,5,2,3,1,4,4,16,6,5,5,4,2,0.171722347897922
5,5,5,5,5,5,3,5,5,5,5,2,4,4,2,1,2,5,6,1,0,1,1,10,7,2,3,1,4,5,5,6,6,5,4,1,-0.0031361190356389
3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,6,8,1,0,1,0,14,6,2,3,1,4,4,3,5,6,7,4,1,-0.699352252559689
5,4,5,5,3,5,3,5,4,3,4,4,4,5,2,1,1,8,6,3,1,1,0,10,5,2,3,1,3,5,15,4,6,8,1,1,-0.0152871802604866
4,4,4,4,4,3,2,3,4,3,4,3,3,5,3,1,1,3,4,3,1,1,1,8,5,2,3,1,3,4,13,5,6,7,4,1,0.265557685454061
4,4,4,3,3,3,3,3,3,3,3,5,4,3,3,1,1,3,5,3,1,2,1,7,4,2,1,1,3,2,2,3,3,8,6,1,0.441887207489413
5,5,5,5,5,5,3,4,4,3,4,4,4,5,2,1,1,3,3,1,0,1,1,11,8,2,3,1,5,5,10,6,6,5,1,2,-0.131372397305625
5,5,5,5,5,5,3,5,4,4,4,5,1,3,2,1,2,3,3,1,0,1,1,11,8,2,3,1,5,5,3,5,6,4,1,3,-0.131372397305625
5,4,5,4,3,4,3,2,5,4,4,4,4,3,2,1,1,4,5,4,1,2,1,9,7,2,3,1,4,5,12,8,5,4,1,1,0.251084638647472
5,5,5,5,4,4,3,4,4,5,4,5,5,5,3,1,2,5,5,4,1,1,1,10,8,2,3,1,4,4,9,6,5,5,4,3,0.0646735189765347
4,3,4,3,3,5,3,2,4,3,4,3,3,3,2,1,1,3,6,3,1,1,1,2,6,2,3,1,4,5,15,6,7,5,3,6,0.786453876806216
4,4,5,3,5,5,3,3,4,3,4,4,4,5,2,1,1,3,3,1,0,1,1,9,6,2,3,1,5,4,9,5,6,7,1,2,0.105595258883431
4,5,5,4,3,4,3,5,4,4,4,4,5,5,3,1,1,5,3,2,0,1,1,8,7,2,3,1,4,5,2,8,8,5,1,4,0.200130845736632
5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,1,2,5,5,3,1,1,1,12,7,2,3,1,4,4,5,6,6,6,6,4,-0.209033903786619
4,4,4,4,3,3,2,3,2,3,4,2,4,3,2,1,2,3,3,5,1,1,1,8,8,2,3,2,4,4,7,5,5,6,4,3,0.265557685454061
4,4,4,4,5,5,3,4,4,4,4,5,4,5,3,1,1,8,6,1,0,1,0,10,8,2,3,1,5,4,5,5,5,5,2,4,-0.0831991516385535
5,3,5,3,4,3,3,4,4,4,4,1,4,3,2,1,1,3,4,3,1,1,1,8,6,2,1,1,4,3,4,6,5,8,5,1,0.265557685454061
4,4,3,4,4,3,3,3,4,3,4,4,4,3,2,1,2,5,5,5,1,2,1,2,8,2,3,1,4,4,16,5,5,6,5,2,0.86701365910811
4,4,4,4,4,4,2,4,5,4,4,4,4,5,3,1,1,6,5,4,1,0,1,11,7,2,3,1,3,5,7,5,6,4,1,4,-0.142091186451136
5,4,4,5,4,4,2,4,5,4,5,4,5,2,3,1,2,5,8,1,0,1,0,11,6,2,3,1,4,3,13,5,6,5,4,3,-0.211053130853549
4,4,5,4,4,5,3,4,4,1,2,3,3,4,1,1,1,8,3,1,0,0,0,11,7,2,3,1,4,4,4,4,6,6,1,4,-0.292714586252046
5,5,4,5,5,5,3,3,5,4,5,4,5,3,3,1,2,8,3,1,0,1,0,12,8,2,3,1,5,5,8,8,4,8,4,3,-0.362981021838155
5,5,5,5,5,5,3,5,5,5,5,5,5,4,2,1,1,8,3,1,0,0,0,12,8,2,3,1,5,5,12,7,6,5,5,3,-0.448278988621203
5,4,5,4,5,5,3,4,2,4,5,4,5,4,3,1,2,8,3,1,0,1,0,11,8,2,3,1,5,4,12,8,7,4,3,4,-0.211053130853549
5,5,5,5,4,4,2,5,4,5,5,4,3,4,2,1,2,8,3,1,0,0,0,11,8,2,3,1,5,4,5,7,6,6,5,1,-0.292714586252046
3,3,3,3,3,5,1,2,2,2,2,2,3,5,1,1,2,7,5,1,0,0,1,10,6,2,3,1,4,4,14,1,3,5,1,3,-0.0836461388982
4,4,4,4,3,3,2,4,3,3,4,3,4,4,2,1,1,6,5,1,0,2,1,9,6,2,3,1,4,3,7,4,5,5,4,2,0.185769070515378
4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,1,2,8,8,4,1,1,0,13,8,2,3,1,4,4,14,5,6,4,4,4,-0.435976245589304
5,5,5,5,4,4,2,2,5,5,5,5,4,5,2,1,1,3,5,3,1,2,1,5,5,2,3,1,3,5,2,4,5,6,2,2,0.599732151275174
4,4,5,3,3,1,2,2,4,4,3,2,4,3,3,1,1,3,5,3,1,1,1,5,5,2,3,1,3,4,14,4,5,3,2,2,0.520963116398442
5,5,5,5,5,5,3,5,5,5,5,5,5,4,2,1,2,7,8,4,1,1,0,13,8,2,3,1,4,5,13,8,6,8,1,4,-0.435976245589304
4,4,4,4,3,4,2,2,3,3,4,3,4,3,2,1,1,5,5,3,1,2,1,12,5,2,2,1,3,3,3,4,6,5,4,1,-0.125024182360247
5,5,5,5,4,4,2,2,4,3,3,2,3,3,3,1,1,8,6,4,1,1,0,8,5,2,3,1,4,3,3,3,7,2,5,1,0.183688044729997
4,4,5,4,4,4,3,4,4,4,4,2,4,3,2,1,1,2,5,3,1,1,1,5,7,2,1,1,3,5,16,6,7,4,2,1,0.520963116398442
5,4,5,5,3,3,2,5,5,4,5,4,4,4,3,1,1,6,6,2,0,1,1,9,6,2,3,1,3,3,7,7,6,8,1,2,0.105595258883431
5,4,4,4,5,4,2,4,3,3,4,2,1,5,2,1,2,6,3,1,0,0,1,14,6,2,3,1,4,2,16,5,6,8,8,8,-0.707837715485084
4,4,5,4,5,4,2,4,3,5,4,3,4,3,2,1,2,2,5,3,1,2,1,7,8,2,3,1,5,4,2,6,8,8,4,5,0.441887207489413
5,4,5,5,4,2,3,4,4,4,5,4,5,4,2,1,1,2,5,4,1,2,1,4,5,2,3,1,4,4,8,5,7,6,1,1,0.680047938032841
5,5,5,5,4,4,2,3,3,4,4,2,4,4,3,1,2,5,3,3,1,2,1,13,6,2,3,1,4,4,14,6,7,5,1,2,-0.276860719289566
4,4,4,4,5,5,3,3,3,2,3,3,3,3,1,1,2,6,4,1,0,0,1,14,6,2,2,1,5,5,5,7,8,3,1,1,-0.707837715485084
5,4,5,4,5,3,3,5,5,5,5,4,5,3,3,2,2,6,5,1,0,0,1,7,7,2,3,1,4,3,2,5,7,5,2,3,0.217819083601004
5,5,5,5,4,4,3,3,5,4,5,4,5,2,3,1,1,5,6,2,0,0,1,13,7,2,3,1,4,4,7,5,5,4,4,3,-0.514971661069341
4,4,5,4,4,3,2,4,4,3,4,4,3,4,3,1,2,3,8,2,0,2,0,7,5,2,3,1,4,3,8,4,5,3,3,3,0.292850766232113
4,4,5,4,4,4,3,3,4,4,5,4,4,3,2,1,2,6,5,4,1,0,1,10,8,2,1,1,5,5,15,3,4,4,3,1,-0.0149168951795423
5,5,5,5,4,4,3,3,4,4,4,4,2,5,2,1,1,3,3,1,0,0,1,11,5,2,3,1,4,4,8,5,5,6,5,3,-0.212952965925216
5,5,5,4,3,4,3,3,4,3,4,3,3,3,2,1,2,6,3,1,0,0,1,9,6,2,3,1,3,3,7,7,8,5,1,1,0.026204365727479
4,4,3,3,2,3,1,4,4,2,3,4,4,2,2,1,1,6,3,1,0,1,1,8,6,2,3,1,3,3,4,5,7,5,1,4,0.200130845736632
4,4,4,4,3,4,2,4,4,3,4,3,4,2,3,1,1,3,3,1,0,0,1,11,6,2,1,1,3,2,14,7,6,7,6,1,-0.212952965925216
4,4,5,5,4,4,2,5,4,4,4,4,4,5,2,1,1,6,6,1,0,0,1,9,7,2,3,1,4,2,10,5,6,7,4,3,0.026204365727479
5,5,5,5,5,3,3,4,4,4,4,4,4,3,2,1,1,7,6,1,0,0,1,10,5,2,3,1,4,2,5,5,5,4,1,1,-0.0836461388982
5,5,5,5,4,4,3,4,4,4,4,2,3,4,3,1,1,8,6,5,1,0,0,12,6,2,3,1,4,4,16,6,6,7,5,2,-0.371998191579417
5,5,4,5,4,4,2,4,5,4,5,3,4,3,2,1,1,5,6,1,0,0,1,14,8,2,3,1,5,4,7,7,8,5,4,6,-0.707837715485084
4,4,5,3,4,2,3,4,4,4,4,3,4,3,1,1,1,8,8,4,1,0,0,11,7,2,3,1,4,3,3,4,5,8,5,1,-0.221031462303403
5,5,4,5,4,3,2,5,4,4,4,3,3,4,2,1,1,8,3,3,1,1,0,12,7,2,3,1,4,3,4,5,5,6,3,3,-0.288946590134593
5,5,5,5,4,4,3,3,4,3,5,3,4,4,2,1,2,6,7,4,1,0,1,13,6,2,3,1,4,4,3,5,7,5,2,4,-0.44006763193583
4,5,5,5,4,5,3,5,4,4,4,2,4,4,3,1,2,8,3,1,0,1,0,7,7,2,3,1,4,3,3,4,5,4,3,3,0.214326372347713
5,4,5,4,4,3,2,5,5,4,4,4,5,5,2,1,1,6,6,1,0,1,1,11,8,2,3,1,3,4,10,7,6,6,1,2,-0.131372397305625
5,4,5,4,5,5,3,5,5,1,5,5,5,4,3,1,1,6,6,4,1,1,1,5,7,2,3,1,5,5,6,8,6,4,1,5,0.520963116398442
5,5,5,5,4,4,3,3,4,5,4,4,3,4,3,1,1,2,5,1,0,2,1,3,8,2,3,1,4,5,12,6,6,5,2,2,0.701978410472163
5,5,5,5,3,5,2,4,4,3,4,3,5,5,2,1,2,3,4,1,0,1,1,11,6,2,3,1,3,4,16,4,5,4,4,4,-0.131372397305625
5,5,5,4,3,5,3,2,5,4,3,2,3,5,3,1,2,3,5,1,0,1,1,12,5,2,3,1,3,5,3,6,6,7,4,1,-0.282031296498387
4,4,4,4,3,4,2,4,4,3,4,5,4,3,3,1,1,5,6,3,1,1,1,10,7,2,3,1,4,3,8,5,8,4,3,2,0.0646735189765347
4,3,5,3,4,4,2,4,4,4,5,2,4,2,3,2,2,5,6,3,1,1,1,10,8,2,3,1,4,5,4,6,6,5,4,3,0.0646735189765347
4,4,4,4,4,4,2,4,4,4,4,5,4,4,3,1,2,3,3,1,0,1,1,5,5,2,3,1,4,5,3,4,3,5,3,1,0.456890433232495
5,4,5,5,4,4,3,4,4,3,4,3,4,5,3,1,2,4,3,1,0,1,1,13,7,2,3,1,4,5,9,4,6,4,3,1,-0.431829612299917
5,5,5,5,4,5,2,2,4,4,4,3,4,5,2,1,1,6,6,4,1,0,1,7,5,2,3,1,3,4,9,1,5,4,1,5,0.283192546931711
4,5,5,4,5,5,3,4,5,5,5,3,4,5,2,1,2,8,8,4,1,0,0,12,7,2,3,1,5,5,6,7,5,5,3,5,-0.371998191579417
5,5,5,5,4,5,3,5,5,5,5,5,4,5,2,1,2,6,6,4,1,1,1,8,6,2,3,1,5,5,3,6,4,5,1,3,0.265557685454061
4,4,4,4,3,4,3,4,4,4,4,3,4,3,1,1,2,3,2,4,1,1,1,7,5,1,3,1,3,4,3,4,4,4,1,5,0.445268216346338
4,4,4,4,3,4,3,3,3,4,3,4,3,3,2,1,1,3,2,4,1,1,1,8,5,2,3,1,3,3,5,4,7,8,2,1,0.265557685454061
4,4,3,4,3,4,2,4,4,2,3,5,3,3,3,1,1,6,3,4,1,1,1,8,4,2,3,1,3,3,4,4,4,4,2,1,0.265557685454061
5,4,5,4,4,4,2,5,4,4,4,5,5,4,3,1,2,6,3,1,0,1,1,12,5,2,3,1,4,4,4,5,7,8,1,3,-0.282031296498387
5,5,5,4,4,5,3,5,3,4,4,4,4,4,2,1,1,6,3,1,0,1,1,12,6,2,3,1,4,4,3,5,6,6,6,3,-0.282031296498387
5,4,5,5,4,3,3,4,5,4,4,4,4,4,3,1,1,7,7,1,0,0,1,14,5,2,3,1,3,3,3,3,4,5,6,1,-0.707837715485084
4,4,5,4,3,3,2,4,4,4,4,4,4,3,2,1,2,6,6,1,0,1,1,14,4,2,3,1,3,4,9,4,7,6,1,4,-0.602593539567094
4,4,4,3,4,4,2,4,2,3,3,2,2,3,3,1,2,6,7,1,0,0,1,13,6,2,3,1,3,4,4,4,7,8,5,3,-0.514971661069341
4,4,5,4,3,4,3,4,4,4,4,4,4,4,2,1,2,3,5,1,0,1,1,13,6,2,3,1,4,4,4,3,5,5,1,1,-0.431829612299917
5,4,5,4,3,2,3,3,3,2,3,3,4,2,2,1,2,3,3,4,1,1,1,10,4,1,3,1,3,4,15,5,6,5,2,1,0.154957491075773
5,5,5,5,4,5,3,3,3,1,3,3,3,4,2,1,1,3,3,4,1,1,1,9,6,1,3,1,3,5,14,2,8,8,8,1,0.258404988955074
5,5,5,5,5,5,3,5,4,5,5,5,5,5,2,1,1,7,8,1,0,2,0,12,8,2,5,1,5,5,7,5,5,4,1,2,-0.276841995036311
4,4,5,5,4,2,3,3,3,3,4,3,5,2,2,1,1,6,8,1,0,1,0,12,8,2,3,1,5,3,3,4,5,5,4,6,-0.362981021838155
3,3,4,3,3,5,2,5,3,4,4,4,3,3,3,1,1,6,6,4,1,2,1,3,6,2,3,1,3,5,4,4,6,6,1,7,0.766414564636338
5,3,4,4,5,5,2,4,4,4,4,4,4,3,2,1,1,6,8,1,0,1,0,7,7,2,3,1,5,4,4,8,7,6,1,3,0.214326372347713
5,5,5,5,4,5,2,3,4,5,5,4,4,5,2,1,2,3,3,4,1,0,1,7,6,2,1,1,5,5,4,8,8,4,1,1,0.283192546931711
4,3,3,3,3,4,3,4,4,2,4,3,4,3,2,1,1,2,2,1,0,1,1,7,6,2,1,1,3,4,3,4,4,4,1,2,0.297508794071883
5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,1,2,6,4,4,1,1,1,10,7,2,3,1,3,5,2,6,6,5,3,3,0.0646735189765347
5,5,5,5,4,5,2,4,5,4,5,5,5,4,2,1,1,3,6,1,0,0,1,10,5,2,3,1,4,4,3,4,7,5,4,5,-0.0836461388982
4,4,4,4,4,3,2,4,4,4,4,4,4,3,2,1,2,3,7,1,0,1,1,9,5,2,3,1,4,4,14,4,4,4,4,4,0.105595258883431
4,3,5,3,4,3,2,3,4,3,4,5,3,3,3,1,1,3,6,1,0,0,1,10,5,2,3,1,4,3,4,5,5,5,1,1,-0.0836461388982
5,4,5,4,4,5,3,3,4,3,4,5,5,2,2,2,2,3,6,1,0,1,1,9,7,2,3,1,4,5,9,4,5,5,2,1,0.105595258883431
4,3,5,3,4,3,2,2,4,3,4,2,4,2,3,1,1,5,3,1,0,1,1,11,5,2,1,1,5,2,4,4,5,4,2,1,-0.131372397305625
4,4,5,4,4,3,2,4,2,2,4,4,1,3,3,1,2,5,5,1,0,1,1,7,8,2,3,1,3,3,2,3,7,4,5,1,0.297508794071883
4,4,5,4,4,5,2,3,2,4,4,2,3,3,2,1,1,3,3,1,0,1,1,4,8,2,3,1,5,4,15,5,6,5,5,2,0.537318103191587
5,5,5,5,4,4,3,4,4,4,4,4,4,4,2,1,1,3,3,5,1,0,1,7,7,2,3,1,4,5,7,5,8,6,4,5,0.283192546931711
5,5,5,5,4,5,3,4,4,4,4,5,5,5,3,1,1,5,6,4,1,1,1,2,5,2,3,1,4,4,14,4,7,7,3,3,0.786453876806216
4,4,4,4,3,4,2,4,2,4,2,4,4,3,3,1,1,6,5,5,1,0,1,11,7,2,3,1,4,5,15,6,6,4,1,1,-0.142091186451136
5,5,5,5,4,4,3,5,5,5,5,5,5,4,3,1,1,6,5,1,0,1,1,5,5,2,3,1,3,3,4,7,8,4,4,1,0.456890433232495
5,5,5,5,3,3,3,5,5,4,4,5,5,4,3,1,1,3,1,1,0,1,1,7,8,2,3,1,4,4,5,8,6,8,1,1,0.297508794071883
4,3,4,3,4,4,2,3,4,4,3,2,5,4,2,1,1,6,6,5,1,2,1,12,7,2,2,1,4,4,7,4,8,6,4,2,-0.125024182360247
5,5,5,5,4,3,3,2,4,5,4,3,4,3,2,1,1,7,7,5,1,1,1,11,8,2,3,1,4,3,16,5,6,4,2,1,-0.0617836717056655
4,5,5,5,4,3,3,2,4,4,5,5,5,2,3,1,1,7,7,5,1,1,1,11,6,2,3,1,4,4,13,5,6,8,1,1,-0.0617836717056655
3,3,5,3,4,5,3,3,2,2,3,3,2,4,3,1,2,6,6,5,1,2,1,12,7,2,3,1,4,5,8,5,5,8,3,3,-0.125024182360247
5,4,4,4,4,5,2,2,4,3,4,3,4,4,2,1,2,3,1,3,1,1,1,3,5,2,3,1,4,5,4,4,5,4,4,2,0.686779817720436
4,4,4,4,3,2,3,5,3,4,5,5,5,3,2,1,1,8,5,1,0,1,0,7,8,2,3,1,4,5,7,5,4,3,1,3,0.214326372347713
4,4,4,4,3,3,2,3,3,3,3,3,3,3,2,1,1,5,8,1,0,1,0,10,5,2,3,1,3,4,15,8,7,8,3,1,-0.0831991516385535
4,3,5,4,4,3,3,3,4,1,4,3,4,4,2,1,2,4,8,1,0,1,0,9,5,2,3,1,3,3,13,5,4,6,2,1,0.0253276426694064
5,5,5,5,4,5,3,5,5,5,5,5,5,5,1,1,1,8,8,1,0,0,0,14,4,2,3,1,4,3,3,6,7,8,6,1,-0.816975370790688
5,4,5,5,4,4,3,4,5,5,5,4,4,4,3,1,2,8,8,1,0,0,0,14,6,2,3,1,4,5,16,7,6,8,5,5,-0.816975370790688
4,4,4,4,4,5,3,5,4,4,4,4,4,5,1,1,1,8,8,1,0,0,0,14,6,2,3,1,4,4,16,4,6,5,3,3,-0.816975370790688
5,5,5,5,4,5,3,5,5,5,5,5,5,5,2,1,1,8,8,1,0,0,0,13,6,2,3,1,4,5,3,5,7,5,8,4,-0.594556629082805
5,5,5,5,4,3,2,4,5,5,5,4,5,4,2,1,1,8,8,1,0,0,0,14,5,2,3,1,4,5,8,8,7,5,2,3,-0.816975370790688
5,5,5,4,5,5,3,5,4,4,4,4,4,5,2,1,2,4,6,4,1,0,1,3,4,2,3,1,3,4,14,5,6,5,3,1,0.605926621346975
4,4,3,4,3,4,3,3,4,3,5,5,4,3,2,1,2,3,3,3,1,1,1,11,7,2,1,1,3,3,6,4,4,4,2,1,-0.0617836717056655
5,5,5,5,4,5,3,4,4,4,4,3,3,4,2,1,1,3,3,1,0,1,1,7,8,2,1,1,4,5,4,2,6,3,1,2,0.297508794071883
5,5,4,5,3,3,3,5,3,2,2,3,4,3,2,2,1,5,5,1,0,2,1,7,7,2,1,1,4,4,10,7,7,7,1,7,0.377216889563894
4,4,4,4,4,4,2,2,2,4,4,2,4,2,2,1,1,5,4,1,0,1,1,10,7,2,3,1,4,5,4,4,5,6,3,1,-0.0031361190356389
4,4,4,4,4,4,2,4,4,4,4,4,4,3,3,1,1,5,5,1,0,1,1,8,7,2,3,1,4,4,2,4,5,6,2,4,0.200130845736632
4,4,4,4,4,4,2,2,4,4,4,4,4,3,3,1,2,8,8,2,0,1,0,11,7,2,3,1,4,5,14,3,5,4,2,1,-0.211053130853549
4,4,4,4,3,3,2,3,3,3,3,3,4,2,3,1,1,8,8,2,0,0,0,12,7,2,3,1,3,2,2,8,6,4,1,1,-0.448278988621203
4,4,4,5,4,4,2,5,5,5,4,4,3,4,1,1,2,8,8,2,0,1,0,10,5,2,3,1,4,4,4,3,6,4,1,1,-0.0831991516385535
4,4,5,4,3,3,2,4,4,1,4,4,3,3,2,2,1,8,5,1,0,1,0,8,5,2,1,1,4,5,4,6,5,3,1,1,0.118708149113598
5,5,5,5,3,4,2,3,3,3,3,3,4,4,2,1,2,2,2,3,1,1,1,1,6,2,1,1,3,4,8,4,4,4,4,4,0.949877512008962
4,4,4,5,3,5,3,3,4,4,4,4,4,5,2,1,1,1,1,3,1,1,1,5,5,2,1,1,3,4,4,5,5,4,4,1,0.520963116398442
5,5,5,5,3,3,3,4,4,4,3,4,4,4,2,1,1,1,1,3,1,1,1,2,6,2,3,1,3,5,15,2,6,5,3,1,0.786453876806216
4,4,5,3,5,4,2,2,2,4,3,3,4,4,2,1,2,7,8,4,1,1,0,9,8,2,3,1,5,5,9,3,6,8,2,2,0.0912593570986852
5,4,5,5,3,4,2,3,4,3,4,4,4,4,2,1,2,1,1,3,1,1,1,3,6,2,3,1,3,4,3,6,6,4,4,3,0.686779817720436
4,4,4,4,3,4,2,3,4,4,4,4,4,2,3,1,2,6,6,1,0,2,1,5,7,2,1,1,3,4,3,5,6,5,2,4,0.535771805329771
5,5,5,5,3,2,2,4,4,4,5,2,3,3,3,1,1,6,6,1,0,2,1,5,7,2,3,1,3,4,13,4,7,5,1,1,0.535771805329771
4,4,5,4,4,3,3,4,4,3,4,4,5,3,2,1,1,7,7,1,0,2,1,5,7,2,3,1,3,4,4,5,6,7,1,2,0.535771805329771
3,3,3,3,3,3,2,2,3,3,2,2,5,2,3,1,1,8,6,1,0,1,0,12,4,2,3,1,3,2,8,6,6,5,4,1,-0.362981021838155
5,5,5,5,4,5,3,2,4,4,2,4,2,4,2,1,1,6,3,4,1,1,1,7,5,2,3,1,3,3,2,4,6,6,3,1,0.362623165178018
4,4,4,4,4,3,2,3,3,4,5,3,4,4,2,1,2,8,3,2,0,1,0,12,8,2,3,1,5,4,2,4,7,4,2,2,-0.362981021838155
5,4,4,4,4,4,3,5,4,3,5,4,5,4,2,1,1,6,3,3,1,0,1,9,7,2,3,1,3,4,3,4,6,5,1,1,0.0929821387168678
4,4,5,4,3,4,2,3,4,3,4,2,5,4,2,1,2,5,6,4,1,2,1,5,6,2,3,1,4,4,15,5,6,6,5,4,0.599732151275174
4,4,5,4,5,5,3,3,4,3,5,5,4,2,2,1,2,6,6,3,1,0,1,13,7,2,3,1,4,4,15,7,6,4,1,1,-0.44006763193583
4,4,5,4,4,4,3,2,4,5,4,5,4,3,3,1,1,6,6,3,1,0,1,13,8,2,3,1,4,3,2,6,7,5,4,3,-0.44006763193583
5,5,5,5,4,4,3,4,4,5,4,4,4,4,2,1,2,3,3,1,0,1,1,7,5,2,3,1,3,3,2,5,5,5,3,3,0.297508794071883
