"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"HistDisadv_fs","~","INCOME","h_inc",-0.112520885339219,0.000312599118533492,-359.952663549062,0,-0.113133568353144,-0.111908202325295,-0.112520885339219,-0.851466803984468,-0.273422113607352
"HistDisadv_fs","~","FINCON_RC","h_fin",0.0965052522877604,0.00134705672609802,71.6415652125538,0,0.0938650696194758,0.0991454349560449,0.0965052522877604,0.150638181393325,0.234504643072987
"HistDisadv_fs","~","FirstGen_RC","h_fg",0.10827407349397,0.00244534324809817,44.2776585978997,0,0.103481288797859,0.11306685819008,0.10827407349397,0.124306044011034,0.263102498121566
"HistDisadv_fs","~","HSGPA","h_hsg",0.00373671267742498,0.0006126776777144,6.09898616082248,1.06743303085466e-09,0.00253588649497312,0.00493753885987685,0.00373671267742498,0.0121377310665907,0.00908009099932677
"HistDisadv_fs","~","FATHEDUC","h_fath",0.000485369297273896,0.000605032417350849,0.802220316390812,0.422425526238703,-0.000700472450212975,0.00167121104476077,0.000485369297273896,0.00235308127019264,0.00117943170052971
"HistDisadv_fs","~","MOTHEDUC","h_moth",0.00139340161201661,0.000565936527448238,2.46211641135685,0.0138119828641294,0.000284186400682402,0.00250261682335082,0.00139340161201661,0.00624478502399268,0.00338592086893827
"HistDisadv_fs","~","CITIZEN","h_cit",-0.0634921570269379,0.00337201735777188,-18.8291311373591,0,-0.0701011896034147,-0.0568831244504611,-0.0634921570269379,-0.0386037526631033,-0.154283888892797
"HistDisadv_fs","~","RACEGROUP","h_race",0.00157194896497875,0.00157821580955658,0.996029158661396,0.319235977857168,-0.00152129718158387,0.00466519511154137,0.00157194896497875,0.00476358964764203,0.00381978516425315
"HistDisadv_fs","~","UndrRepStud_RC","h_undr",0.0672124921501029,0.00438414321359444,15.3308158231896,0,0.0586197293483921,0.0758052549518136,0.0672124921501029,0.0738179848018843,0.163324182964753
"HistDisadv_fs","~","DSstud_RC","h_ds",-0.00620710317441712,0.0109180872636079,-0.568515622247,0.569684900929612,-0.0276061609911541,0.0151919546423199,-0.00620710317441712,-0.00110957882580057,-0.0150830600400234
"InstitEngage_fs","~","HistDisadv_fs","i_hd",-0.174648239644881,0.103909827828712,-1.68076728923829,0.0928081246431527,-0.378307759828914,0.0290112805391516,-0.174648239644881,-0.171840857185998,-0.171840857185998
"InstitEngage_fs","~","INCOME","i_inc",-0.0142717483720665,0.0118746322445472,-1.20186866238489,0.229414417597706,-0.037545599901037,0.00900210315690411,-0.0142717483720665,-0.106261019423556,-0.0341224254297416
"InstitEngage_fs","~","FINCON_RC","i_fin",-0.00754732665103611,0.014085990590736,-0.535803754973386,0.592094186777172,-0.0351553608954487,0.0200607075933764,-0.00754732665103611,-0.0115914956931876,-0.0180449573612117
"InstitEngage_fs","~","FirstGen_RC","i_fg",-0.0239769093722566,0.0170837666183198,-1.40349080550802,0.160470531855661,-0.057460476664451,0.00950665791993775,-0.0239769093722566,-0.0270846475713838,-0.0573265643957004
"InstitEngage_fs","~","CITIZEN","i_cit2",-0.0479301437996873,0.0255992184595535,-1.8723284023462,0.0611611836822163,-0.0981036900127851,0.00224340241341051,-0.0479301437996873,-0.0286734791809365,-0.114596524196202
"InstitEngage_fs","~","RACEGROUP","i_race",-0.0322367189701671,0.0115633109221357,-2.78784503739809,0.00530599177170399,-0.0549003919195917,-0.00957304602074251,-0.0322367189701671,-0.0961189353448817,-0.0770750023390296
"InstitEngage_fs","~","UndrRepStud_RC","i_undr",0.0789535288292793,0.0326192837972079,2.42045562128612,0.0155010712508286,0.0150209073852608,0.142886150273298,0.0789535288292793,0.0853190379291416,0.188770557724032
"InstitEngage_fs","~","DSstud_RC","i_ds",0.101261583857934,0.0802906438968125,1.26118784136384,0.207241178193486,-0.0561051864753492,0.258628354191217,0.101261583857934,0.0178105007507557,0.242107046313456
"Success_Latent","~","InstitEngage_fs","s_ie",0.4807748032626,0.0106672090444861,45.0703460724916,0,0.459867457719848,0.501682148805353,0.4807748032626,0.539363146992511,0.539363146992511
"Success_Latent","~","HistDisadv_fs","s_hd",-0.0482329511598565,0.0784082536677788,-0.615151452858813,0.538454705044552,-0.201910304439384,0.105444402119671,-0.0482329511598565,-0.0532409288255129,-0.0532409288255129
"Success_Latent","~","INCOME","s_inc",-0.00629705182123795,0.00896109045016776,-0.702710440906225,0.482236219611688,-0.0238604663657726,0.0112663627232967,-0.00629705182123795,-0.0525985334929064,-0.0168903850778191
"Success_Latent","~","FINCON_RC","s_fin",-0.0164340404896236,0.0105972351199739,-1.55078568169619,0.12095305305207,-0.0372042396604755,0.0043361586812283,-0.0164340404896236,-0.0283158924635934,-0.0440805126167189
"Success_Latent","~","FirstGen_RC","s_fg",-0.00745436470963941,0.0128767601239458,-0.578900642544172,0.562656216624877,-0.0326923507901347,0.0177836213708559,-0.00745436470963941,-0.00944670154205127,-0.0199946092283487
"Success_Latent","~","HSGPA","s_hsg",0.0110130155140025,0.0033930618463998,3.24574558689162,0.00117143476044301,0.0043627364977419,0.0176632945302631,0.0110130155140025,0.0394871549921572,0.0295398669377519
"Success_Latent","~","CITIZEN","s_cit",-0.0240786570998493,0.0192717997389344,-1.24942441422343,0.211509883410868,-0.0618506905054292,0.0136933763057306,-0.0240786570998493,-0.0161600794993691,-0.0645854285654049
"Success_Latent","~","RACEGROUP","s_race",-0.00817763143570034,0.00869678453203163,-0.940305167453653,0.347061049745202,-0.0252230158997874,0.00886775302838668,-0.00817763143570034,-0.0273542758336186,-0.0219346049380777
